idChamado,id_responsavel,motivo,prioridade,createdDate,closeDate,SLA
326271024527664055015114779242409493431,326270231295300962200926236225638237111,Atualização cadastral,Média,2022-07-15,2022-08-06,0
326271814828585134805513864992834978743,326270231295300962200926236225638237111,Problemas com acesso na escola,Alta,2022-06-21,2022-05-28,0
326667955799612781518555717542432998327,326667165974060676818300863126123578295,Outros,Média,2022-05-20,2022-02-17,0
326668775494182154101000969549573784503,326667165974060676818300863126123578295,Atualização cadastral,Alta,2022-02-17,2022-06-12,0
326668775573410316612682492756820755383,326667165974060676818300863126123578295,Problemas com acesso na escola,Alta,2022-04-24,2022-07-06,0
327354070894704685542130118947005268919,327353279088448517982361721457466409911,Problemas com acesso na escola,Média,2022-06-20,2022-05-20,0
327354865236262053554514060097943241655,327353279088448517982361721457466409911,Problemas com acesso na escola,Alta,2022-02-25,2022-05-27,0
327686036895639453115336239132371583927,327685244376329822930212970450716459959,Problemas com acesso na escola,Média,2022-03-23,2022-07-14,0
327686036974867615628859734587213087671,327685244376329822930212970450716459959,Atualização cadastral,Alta,2022-07-21,2022-04-10,0
327686037054095778146496423876727407543,327685244376329822930212970450716459959,Programa de inclusão,Alta,2022-07-18,2022-05-04,0
328062370588354046205368003692790547383,328062370509125883692486552659826049975,Outros,Alta,2022-07-16,2022-02-10,0
328063162790751026334342241750115156919,328062370509125883692486552659826049975,Financiamento escolar,Média,2022-05-01,2022-08-09,0
328414934168522947195265858796161074103,328414153771122181688228164862319264695,Boleto sem baixa,Média,2022-04-13,2022-06-09,0
328414934247751109706706157948367012791,328414153771122181688228164862319264695,Problemas com acesso na escola,Média,2022-07-31,2022-08-05,0
328415727797026852581847383542012838839,328414153771122181688228164862319264695,Problemas com acesso na escola,Baixa,2022-07-18,2022-03-13,0
328918048925349191105293967826203444151,328917242461882958406389772775340639159,Outros,Alta,2022-03-12,2022-02-20,1
328918827658958543808703688732945154999,328917242461882958406389772775340639159,Problemas com acesso na escola,Média,2022-05-14,2022-05-01,0
329473422815854331315450748205093094327,329472631722651626385460882641655169975,Financiamento escolar,Média,2022-06-28,2022-03-18,0
329473422895082493831588020293669749687,329472631722651626385460882641655169975,Isenção de taxas,Baixa,2022-02-13,2022-07-30,0
329951961630493950541250133718097724343,329951961551265788030009963274333062071,Financiamento escolar,Média,2022-04-26,2022-05-04,0
329952756130507643586373897182691722167,329951961551265788030009963274333062071,Isenção de taxas,Média,2022-05-03,2022-07-25,0
330579448202237949011662124081737892791,330578657029807081566157327603230573495,Financiamento escolar,Média,2022-04-14,2022-05-25,0
330579448281466111526299416019423462327,330578657029807081566157327603230573495,Boleto sem baixa,Média,2022-06-15,2022-04-12,0
330946275862329593120513749620042761143,330946275783101430606905530197211349943,Problemas com acesso na escola,Alta,2022-05-26,2022-04-21,0
330947067906270248222059316699264713655,330946275783101430606905530197211349943,Problemas com acesso na escola,Média,2022-04-06,2022-03-06,0
331333706013801446529984421914271286199,331332908106976765377120263761780016055,Financiamento escolar,Alta,2022-04-14,2022-04-23,0
331333706093029609045858796374600188855,331332908106976765377120263761780016055,Programa de inclusão,Média,2022-05-02,2022-02-19,0
331645860616558709737017672738434974647,331644275023342311764976343081199862711,Problemas com acesso ao portal,Alta,2022-02-20,2022-06-17,0
331645860695786872250893856339094930359,331644275023342311764976343081199862711,Isenção de taxas,Alta,2022-03-18,2022-05-29,0
331645860775015034765133987084641764279,331644275023342311764976343081199862711,Financiamento escolar,Média,2022-03-17,2022-07-29,0
332223434396656671843494281986412118967,332221058740203681628226348522024469431,Financiamento escolar,Alta,2022-03-04,2022-05-26,0
332224227787476089689210616067123315639,332221058740203681628226348522024469431,Problemas com acesso ao portal,Alta,2022-07-25,2022-02-18,0
332522917484785891155954808531510887351,332522142474900176620555025121064256439,Outros,Alta,2022-07-10,2022-07-28,0
332523708815673083625806406468115891127,332522142474900176620555025121064256439,Problemas com acesso na escola,Média,2022-04-02,2022-05-04,0
332879441918483367760465233527552869303,332878649716086387632961420748564726711,Outros,Média,2022-07-22,2022-04-06,0
332880234200108510401334352824471126967,332878649716086387632961420748564726711,Boleto sem baixa,Média,2022-06-08,2022-04-17,0
332880234279336672919592257387585864631,332878649716086387632961420748564726711,Financiamento escolar,Média,2022-05-20,2022-06-18,0
333350058313012373126791728542936990647,333349265872930905451067502482382128055,Isenção de taxas,Alta,2022-06-27,2022-04-29,0
333350058392240535636894177130837181367,333349265872930905451067502482382128055,Boleto sem baixa,Alta,2022-06-02,2022-05-08,0
333350058471468698154940131036488795063,333349265872930905451067502482382128055,Problemas com acesso na escola,Alta,2022-03-27,2022-03-26,0
333694701612231048134107154306704868279,333693908776008767892751538407612875703,Problemas com acesso na escola,Baixa,2022-05-19,2022-02-09,0
333694701691459210648745009194343859127,333693908776008767892751538407612875703,Programa de inclusão,Média,2022-07-01,2022-07-31,0
333694701770687373166817984697759695799,333693908776008767892751538407612875703,Programa de inclusão,Alta,2022-04-11,2022-05-16,0
334127296015428645475070042607764898743,334126499534710889575289586793083831223,Problemas com acesso na escola,Alta,2022-03-06,2022-03-30,0
334127296094656807990424814261085930423,334126499534710889575289586793083831223,Outros,Média,2022-03-05,2022-04-19,0
334128080849606511775498159452898722743,334126499534710889575289586793083831223,Atualização cadastral,Média,2022-03-13,2022-03-16,0
334666045935962392686452121288722088887,334666045856734230168007317341071475639,Boleto sem baixa,Baixa,2022-07-18,2022-06-01,0
334666831403965559101361419301884789687,334666045856734230168007317341071475639,Atualização cadastral,Média,2022-04-07,2022-03-09,0
334987704273725891952939403489138967479,334986910565993824054210795924560806839,Atualização cadastral,Alta,2022-06-01,2022-03-02,0
334987704352954054468437445905605723063,334986910565993824054210795924560806839,Financiamento escolar,Média,2022-07-10,2022-05-05,0
334987704432182216982044257953553580983,334986910565993824054210795924560806839,Problemas com acesso ao portal,Alta,2022-05-23,2022-03-30,0
335623114137090291943598901109434090423,335622320667042711582832632775179502519,Boleto sem baixa,Alta,2022-03-14,2022-08-07,1
335623906577171759613009643442368938935,335622320667042711582832632775179502519,Problemas com acesso na escola,Média,2022-04-15,2022-03-21,0
336198323431906178343289479088541270967,336196726350606215801292554477022479287,Atualização cadastral,Alta,2022-02-17,2022-03-28,0
336198323511134340856075791579377566647,336196726350606215801292554477022479287,Programa de inclusão,Alta,2022-02-16,2022-05-18,0
336710915936901353638083847880221918135,336710915857673191125680341357712114615,Atualização cadastral,Alta,2022-03-26,2022-06-22,0
336711708376982821311071292742219072439,336710915857673191125680341357712114615,Financiamento escolar,Média,2022-02-21,2022-06-19,0
336711708456210983828371619434564158391,336710915857673191125680341357712114615,Problemas com acesso na escola,Média,2022-04-06,2022-02-18,1
337311466359497427489565760559530640311,337310674157100447362385925478736462775,Financiamento escolar,Alta,2022-03-26,2022-02-14,0
337311466438725590006173658809167512503,337310674157100447362385925478736462775,Isenção de taxas,Média,2022-04-20,2022-05-05,0
337311466517953752518059532849506419639,337310674157100447362385925478736462775,Atualização cadastral,Média,2022-06-03,2022-04-12,0
337759898234697138725342399228417409975,337759106032300158599110290394208011191,Boleto sem baixa,Média,2022-07-02,2022-02-10,0
337759898313925301242973177543420806071,337759106032300158599110290394208011191,Problemas com acesso na escola,Alta,2022-06-21,2022-02-18,0
337760690120181468799030890414983087031,337759106032300158599110290394208011191,Isenção de taxas,Média,2022-04-26,2022-04-16,0
338411945616048721652477220991862571959,338411153334423579009810602493670065079,Problemas com acesso ao portal,Alta,2022-02-26,2022-04-13,0
338411945695276884168322040579636855735,338411153334423579009810602493670065079,Programa de inclusão,Média,2022-03-04,2022-04-14,0
338411945774505046683325531462022988727,338411153334423579009810602493670065079,Isenção de taxas,Alta,2022-07-15,2022-04-08,0
339097268191830995487027673487523447735,339096475830977690328554234523412595639,Problemas com acesso ao portal,Alta,2022-05-13,2022-07-31,0
339097268271059158001559693783919231927,339096475830977690328554234523412595639,Atualização cadastral,Alta,2022-04-18,2022-06-14,0
339097268350287320517321478253563872183,339096475830977690328554234523412595639,Problemas com acesso na escola,Média,2022-07-09,2022-04-02,0
339605121822741705090802095710594663351,339603537180263257288937521658238075831,Outros,Média,2022-05-30,2022-02-12,1
339605121901969867606285501428272464823,339603537180263257288937521658238075831,Atualização cadastral,Média,2022-04-07,2022-04-28,0
340051177486891288514532174181129520055,340050383620702895582610569590391178167,Problemas com acesso ao portal,Média,2022-06-16,2022-05-03,0
340051177566119451025639769910863463351,340050383620702895582610569590391178167,Isenção de taxas,Baixa,2022-03-29,2022-07-02,0
154651875854826328617860208898868151,153858564263570996774613504103809975,Financiamento escolar,Alta,2022-04-26,2022-02-27,0
154651955082988841129171647488852919,153858564263570996774613504103809975,Atualização cadastral,Média,2022-07-26,2022-03-21,0
154652034311151353843145069310510007,153858564263570996774613504103809975,Financiamento escolar,Alta,2022-03-11,2022-05-23,0
555558420857706042775180927058576311,553961498014068533616031921091118007,Programa de inclusão,Média,2022-04-01,2022-04-28,0
555558500085868559764477770138387383,553961498014068533616031921091118007,Financiamento escolar,Alta,2022-07-04,2022-04-19,0
1260675043849893622989365743068644279,1260674964621731108603993909539111863,Financiamento escolar,Alta,2022-03-02,2022-05-12,0
1261477942048813179813440024754783159,1260674964621731108603993909539111863,Programa de inclusão,Alta,2022-06-24,2022-04-30,0
1625124908328159632334410916959617975,1624333339756479620781360159406687159,Financiamento escolar,Baixa,2022-03-24,2022-04-09,0
1625124987556322146928918658185167799,1624333339756479620781360159406687159,Isenção de taxas,Alta,2022-06-23,2022-04-07,0
1625125066784484662033459057210426295,1624333339756479620781360159406687159,Programa de inclusão,Média,2022-05-30,2022-04-30,0
2312032998098668925818717630592451511,2311247530095502509033388897653228471,Financiamento escolar,Alta,2022-04-07,2022-05-19,1
2312033077326831442886545992174535607,2311247530095502509033388897653228471,Atualização cadastral,Média,2022-06-27,2022-04-28,0
2312033156554993956264237409079919543,2311247530095502509033388897653228471,Boleto sem baixa,Média,2022-07-22,2022-06-22,0
2974380832858731360716373491060048823,2974380753630568845063801312379143095,Boleto sem baixa,Média,2022-05-11,2022-02-09,0
2975172956027548973440749469123740599,2974380753630568845063801312379143095,Boleto sem baixa,Alta,2022-03-20,2022-07-11,0
3387953821887254056640839542202696631,3387160589524161246220402038656992183,Problemas com acesso na escola,Alta,2022-05-26,2022-04-03,0
3387953901115416574015475628399395767,3387160589524161246220402038656992183,Problemas com acesso ao portal,Alta,2022-05-18,2022-06-15,0
3387953980343579089524495568957866935,3387160589524161246220402038656992183,Outros,Alta,2022-07-10,2022-07-27,0
4051882496173963608954400170098033591,4051882416945801095970210770634146743,Outros,Alta,2022-08-01,2022-04-03,0
4052674936255431279351149346450310071,4051882416945801095970210770634146743,Atualização cadastral,Média,2022-03-15,2022-05-28,0
4356911951819993995076755566291583927,4355339827391223444808193648370123703,Financiamento escolar,Alta,2022-06-06,2022-04-18,0
4356912031048156509476764098610070455,4355339827391223444808193648370123703,Atualização cadastral,Média,2022-05-30,2022-05-27,0
4356912110276319022577202663455458231,4355339827391223444808193648370123703,Financiamento escolar,Alta,2022-04-02,2022-03-25,0
4732453362909444442200677573477008311,4731661081284301795413828366193918903,Atualização cadastral,Média,2022-05-10,2022-04-05,0
4733246040675399653622495201741505463,4731661081284301795413828366193918903,Problemas com acesso na escola,Alta,2022-04-17,2022-08-06,1
5034313454370416709021814529615725495,5032728019610343763635099664528966583,Isenção de taxas,Baixa,2022-03-12,2022-03-28,0
5034313533598579222589501555800802231,5032728019610343763635099664528966583,Atualização cadastral,Alta,2022-03-25,2022-05-26,0
5034313612826741739525036678328878007,5032728019610343763635099664528966583,Financiamento escolar,Alta,2022-06-22,2022-07-20,0
5458976167762386014516195748231775159,5458183410768268285066720087801856951,Problemas com acesso ao portal,Alta,2022-03-03,2022-04-25,0
5458976246990548529675342292738900919,5458183410768268285066720087801856951,Financiamento escolar,Média,2022-03-14,2022-02-27,0
5900278459073763631258514344466711479,5899489663487771616565586483841598391,Programa de inclusão,Média,2022-04-29,2022-08-01,0
5901092132302785127040020580248322999,5899489663487771616565586483841598391,Financiamento escolar,Média,2022-02-15,2022-05-26,0
5901092211530947642894691792207479735,5899489663487771616565586483841598391,Financiamento escolar,Média,2022-06-29,2022-07-07,0
6288493286267158316787139602664391607,6287701955379965841868710610290869175,Boleto sem baixa,Alta,2022-02-11,2022-07-15,0
6288493365495320829044279137284654007,6287701955379965841868710610290869175,Problemas com acesso na escola,Alta,2022-05-12,2022-02-14,0
6770993271348003219243337544898970551,6770202336601623316808525224106787767,Isenção de taxas,Alta,2022-07-29,2022-04-12,0
6770993350576165733927354328718508983,6770202336601623316808525224106787767,Problemas com acesso na escola,Alta,2022-07-26,2022-08-04,0
7282020307080059164010818157781713847,7281223509449653207641386330171376567,Isenção de taxas,Média,2022-08-07,2022-06-01,0
7282807597330963411050024262344901559,7281223509449653207641386330171376567,Programa de inclusão,Média,2022-07-16,2022-06-22,0
7282807676559125923497159406244856759,7281223509449653207641386330171376567,Boleto sem baixa,Alta,2022-05-12,2022-05-27,1
7599721277354133447878683770522698679,7598927252709415486604245260887655351,Financiamento escolar,Alta,2022-07-11,2022-07-06,0
7600520451829414828717227090817319863,7598927252709415486604245260887655351,Atualização cadastral,Média,2022-06-23,2022-07-27,0
8178084883004200255531415033583240119,8177294265170470409161753794061796279,Boleto sem baixa,Média,2022-07-17,2022-05-14,0
8178084962232362769307393542534202295,8177294265170470409161753794061796279,Financiamento escolar,Alta,2022-02-28,2022-04-23,0
8178885087445594324277134415515354039,8177294265170470409161753794061796279,Financiamento escolar,Alta,2022-02-18,2022-05-24,0
8540159645626613647564563304631501751,8539367284773308489424672187922777015,Atualização cadastral,Alta,2022-03-12,2022-04-02,0
8540951372654618692647255160490558391,8539367284773308489424672187922777015,Financiamento escolar,Média,2022-03-22,2022-06-04,0
9200921174116815482294897170031313847,9200138558327499577499845955925836727,Programa de inclusão,Alta,2022-05-06,2022-05-25,0
9200921253344977993960657778582487991,9200138558327499577499845955925836727,Problemas com acesso na escola,Média,2022-05-28,2022-07-13,1
9200921332573140510484113535206163383,9200138558327499577499845955925836727,Atualização cadastral,Média,2022-05-17,2022-07-03,0
9812561875673473539998688011257906103,9811770386329956036473333788270920631,Financiamento escolar,Média,2022-04-18,2022-05-31,0
9812561954901636052610767491510305719,9811770386329956036473333788270920631,Problemas com acesso ao portal,Alta,2022-07-06,2022-06-10,0
9812562034129798565929630638283162551,9811770386329956036473333788270920631,Boleto sem baixa,Alta,2022-06-11,2022-04-19,0
10548596338348902605528227610485851063,10547800808369096875620815900812510135,Problemas com acesso ao portal,Alta,2022-03-27,2022-05-15,1
10548596417577065119086625962439476151,10547800808369096875620815900812510135,Atualização cadastral,Média,2022-08-01,2022-06-27,0
10548596496805227634730190941865640887,10547800808369096875620815900812510135,Atualização cadastral,Média,2022-07-09,2022-07-11,1
11672879141730469890539117275590689719,11672085830139214560741630701528679351,Financiamento escolar,Alta,2022-03-03,2022-05-25,0
11673673483287837900618904267175232439,11672085830139214560741630701528679351,Isenção de taxas,Média,2022-03-31,2022-02-26,0
12313838383281856495149712871906345911,12313043011758375793492034647400645559,Atualização cadastral,Média,2022-03-07,2022-07-03,0
12314638191582437989444024020072924087,12313043011758375793492034647400645559,Financiamento escolar,Média,2022-08-09,2022-07-18,0
12314638270810600505654198127617639351,12313043011758375793492034647400645559,Atualização cadastral,Alta,2022-05-29,2022-06-12,0
13037978718059831627687353903554495415,13036393204071596166684940081735926711,Financiamento escolar,Baixa,2022-03-26,2022-03-27,0
13037978797287994140060461128579548087,13036393204071596166684940081735926711,Atualização cadastral,Média,2022-07-23,2022-05-04,0
13789857307903025790035476863848285111,13789062490976682689609078029892715447,Programa de inclusão,Alta,2022-06-07,2022-04-17,0
13790648718018380775255638727633142711,13789062490976682689609078029892715447,Problemas com acesso na escola,Média,2022-03-31,2022-03-25,0
13791440603502710848505028950530196407,13789062490976682689609078029892715447,Problemas com acesso na escola,Média,2022-06-24,2022-02-17,0
14792091662232569318637578108451161015,14790506465156983915086298153226601399,Financiamento escolar,Média,2022-07-07,2022-06-29,0
14792091741460731830762705878994125751,14790506465156983915086298153226601399,Boleto sem baixa,Baixa,2022-05-01,2022-04-01,0
15472660944404799863712548079620326327,15471870168114744989847506292515799991,Isenção de taxas,Média,2022-06-04,2022-04-06,0
15472661023632962378909130796029969335,15471870168114744989847506292515799991,Financiamento escolar,Alta,2022-06-16,2022-02-18,0
16082716528114035034825926836054393783,16081951817889447355653394932145849271,Atualização cadastral,Alta,2022-02-23,2022-05-06,0
16083509602020802820374612049937040311,16081951817889447355653394932145849271,Financiamento escolar,Alta,2022-06-02,2022-04-12,0
16810033278383532052270448657542939575,16808448398220596706823324514881110967,Outros,Média,2022-05-02,2022-04-15,0
16810033357611694567597354288169616311,16808448398220596706823324514881110967,Problemas com acesso na escola,Média,2022-02-12,2022-07-27,0
17895459659426091077006278419040961463,17895459580197928562640046883927753655,Financiamento escolar,Alta,2022-02-16,2022-03-14,0
17896250118803495890154232184777737143,17895459580197928562640046883927753655,Atualização cadastral,Média,2022-07-13,2022-05-19,0
17897044460360863908463784545428439991,17895459580197928562640046883927753655,Atualização cadastral,Média,2022-02-19,2022-05-03,0
19263727728430723272981450528175424439,19262937427509643486431816559244870583,Problemas com acesso na escola,Média,2022-07-06,2022-02-23,0
19264520485424841003740910730216735671,19262937427509643486431816559244870583,Atualização cadastral,Alta,2022-04-16,2022-04-01,0
19778710626317116438565927788533253047,19777918423920136311931591212604326839,Isenção de taxas,Alta,2022-06-20,2022-03-18,1
19778710705545278952270130178422997943,19777918423920136311931591212604326839,Atualização cadastral,Média,2022-05-16,2022-03-10,0
20346776155403579170840294267336000439,20345984032234761554091107597286638519,Problemas com acesso na escola,Média,2022-05-20,2022-05-09,0
20347569704679322039652273534666015671,20345984032234761554091107597286638519,Outros,Alta,2022-04-01,2022-03-11,0
20347569783907484553961647124483670967,20345984032234761554091107597286638519,Financiamento escolar,Média,2022-07-06,2022-05-01,0
20878397363558780415707571517705683895,20877605557302612859665621244839199671,Financiamento escolar,Alta,2022-05-01,2022-06-01,0
20878397442786942929266532819612730295,20877605557302612859665621244839199671,Financiamento escolar,Alta,2022-06-02,2022-05-14,0
21535992221621449620141094516182746039,21535198276204894176674482081902101431,Financiamento escolar,Alta,2022-06-18,2022-05-05,0
21535992300849612130560483927859135415,21535198276204894176674482081902101431,Boleto sem baixa,Alta,2022-08-10,2022-02-16,0
21536782839455179463068598265509577655,21535198276204894176674482081902101431,Financiamento escolar,Alta,2022-05-12,2022-07-15,0
21854487929593704484055696025319637943,21853695568740399325311759608589845431,Atualização cadastral,Média,2022-06-17,2022-02-09,1
21855280290447009643645464747064951735,21853695568740399325311759608589845431,Atualização cadastral,Baixa,2022-04-17,2022-05-18,0
22711737044138857190482527241814410167,22710944841741877058082738717921117111,Problemas com acesso na escola,Alta,2022-04-13,2022-04-30,0
22711737123367019702561774591153537975,22710944841741877058082738717921117111,Financiamento escolar,Baixa,2022-03-25,2022-07-11,0
23157792074463140493053712196836787127,23157000030522485396357114541409305527,Outros,Média,2022-03-04,2022-03-13,0
23157792153691303008915983233167131575,23157000030522485396357114541409305527,Atualização cadastral,Média,2022-06-20,2022-07-05,0
23732988851229349641237224134149407671,23732988772001187128124119195352040375,Outros,Alta,2022-03-25,2022-07-29,0
23733780657485517200146559994767344567,23732988772001187128124119195352040375,Programa de inclusão,Alta,2022-05-03,2022-04-05,0
24377112544819718480601918433883587511,24376320263194575837306203362742764471,Atualização cadastral,Alta,2022-03-16,2022-05-23,0
24377913224630087636337660560912155575,24376320263194575837306203362742764471,Financiamento escolar,Alta,2022-05-06,2022-08-02,0
24377913303858250149560540740626678711,24376320263194575837306203362742764471,Atualização cadastral,Alta,2022-04-05,2022-05-14,0
24789100257544493261463029258534519735,24788307579778538048871683102037246903,Financiamento escolar,Média,2022-07-14,2022-04-25,0
24789100336772655776072455173525734327,24788307579778538048871683102037246903,Problemas com acesso ao portal,Média,2022-02-24,2022-07-18,0
24789891667659848248499830622009951159,24788307579778538048871683102037246903,Problemas com acesso na escola,Média,2022-06-13,2022-03-21,0
25552873688338603986496858744519132087,25551274705562741105694253820175188919,Financiamento escolar,Alta,2022-08-10,2022-06-13,0
25552873767566766500463677287679919031,25551274705562741105694253820175188919,Atualização cadastral,Alta,2022-06-02,2022-03-19,1
25553652580404281720232472564646282167,25551274705562741105694253820175188919,Financiamento escolar,Média,2022-04-24,2022-03-07,0
25983076510222545744623671064955978679,25982276226552989156724956693969241015,Problemas com acesso na escola,Média,2022-07-27,2022-06-26,0
25983076589450708257497240798572577719,25982276226552989156724956693969241015,Isenção de taxas,Alta,2022-06-24,2022-05-11,0
25983076668678870772454569784778163127,25982276226552989156724956693969241015,Atualização cadastral,Alta,2022-06-17,2022-06-18,0
26547964276938723842838282664650474423,26547171599172768627910412726478046135,Isenção de taxas,Média,2022-03-20,2022-03-30,0
26547964356166886356963290144722650039,26547171599172768627910412726478046135,Isenção de taxas,Média,2022-03-05,2022-03-26,0
27076417467787629717774232771277095863,27075627800691850045101171720400929719,Problemas com acesso na escola,Média,2022-07-27,2022-06-28,0
27076417547015792232761398105014010807,27075627800691850045101171720400929719,Atualização cadastral,Alta,2022-04-19,2022-02-24,0
27646066767842752589536963925918352311,27645274248533122404299134928741991351,Financiamento escolar,Média,2022-03-05,2022-05-10,1
27646066847070915103489427245266895799,27645274248533122404299134928741991351,Atualização cadastral,Média,2022-05-28,2022-03-29,0
27646066926299077620445510041094849463,27645274248533122404299134928741991351,Isenção de taxas,Média,2022-05-04,2022-08-03,0
28287822807024545154182639971547218871,28286232143205746266132264658286150583,Atualização cadastral,Média,2022-04-14,2022-06-22,0
28288610493416261968873100347523204023,28286232143205746266132264658286150583,Financiamento escolar,Média,2022-05-15,2022-02-27,1
28776652488464979660820447290496123831,28775863851335312674862515774887822263,Atualização cadastral,Média,2022-05-23,2022-05-06,0
28776652567693142174771503234961114039,28775863851335312674862515774887822263,Problemas com acesso na escola,Média,2022-07-19,2022-04-22,0
29194978612647220618779339989052556215,29193393970168772819258045117812179895,Problemas com acesso na escola,Média,2022-06-18,2022-03-22,0
29194978691875383133343166957816644535,29193393970168772819258045117812179895,Problemas com acesso na escola,Alta,2022-02-27,2022-06-16,0
29194978771103545648231816049704829879,29193393970168772819258045117812179895,Atualização cadastral,Alta,2022-02-24,2022-06-12,0
29625188327381301116297708205678789559,29624396283440646016337689670267962295,Boleto sem baixa,Média,2022-07-30,2022-08-07,0
29625188406609463630453114983235716023,29624396283440646016337689670267962295,Problemas com acesso na escola,Alta,2022-05-02,2022-05-21,0
30192460941017321087129529823608964023,30191668421707690899622731039168005047,Atualização cadastral,Baixa,2022-03-01,2022-05-14,0
30192461020245483601971735544339891127,30191668421707690899622731039168005047,Boleto sem baixa,Alta,2022-06-30,2022-05-27,0
30192461099473646116580598509377684407,30191668421707690899622731039168005047,Problemas com acesso ao portal,Média,2022-02-22,2022-03-14,0
30736758100577667030261656936968881079,30736758021349504512988070367411307447,Financiamento escolar,Alta,2022-05-09,2022-03-10,0
30737550461430972185718247100694922167,30736758021349504512988070367411307447,Outros,Alta,2022-04-11,2022-07-14,0
30737550540659134702381595920743793591,30736758021349504512988070367411307447,Atualização cadastral,Média,2022-06-23,2022-07-26,1
31487049433413050419686828560693330871,31486266976080059547414300978223252407,Financiamento escolar,Alta,2022-05-08,2022-05-11,0
31487049512641212935570491695253685175,31486266976080059547414300978223252407,Boleto sem baixa,Alta,2022-04-22,2022-03-07,0
