idOcorrencia,idAluno,Area,Tipo,Aula,Data
326665579350878166162293288556176868279,326663199812245212746781687289963873207,Cantina,Moderada,Astronomia,2022-07-13
327352487440648675455575496236531450807,327350108456612859639417173316255089591,Sala de aula,Notificação,Biologia,2022-07-18
327352487519876837966848599252571259831,327350108456612859639417173316255089591,Biblioteca,Notificação,Física,2022-07-09
327684451540107542688850036202229990327,327682075883654552468854730503986873271,Pátio,Moderada,Português,2022-03-11
327684451619335705202630236835831612343,327682075883654552468854730503986873271,Cantina,Moderada,Português,2022-03-12
328061577989816253505481623758860190647,328059201382625313118164000194561311671,Pátio,Leve,Matemática,2022-06-25
328413349922185311964831903527511262135,328410973869591509174851916000924009399,Sala de aula,Moderada,Astronomia,2022-03-25
328916449784117003192499982551277110199,328914865696235692991105298077468328887,Banheiros,Notificação,Biologia,2022-05-20
329471064431140769208825218039636296631,329469462913063705868719786957201474487,Sala de aula,Notificação,Química,2022-07-24
329471839361798321229514807493429298103,329469462913063705868719786957201474487,Cantina,Moderada,Matemática,2022-06-24
329950376829559177712911370333664314295,329948792266308892427572503837745087415,Sala de aula,Leve,Química,2022-08-10
329951169111184320357636978286495269815,329948792266308892427572503837745087415,Pátio,Notificação,Astronomia,2022-04-11
330577864193584801323526348584662598583,330575487031796723338262821557980365751,Pátio,Grave,Português,2022-06-27
330577864272812963839464899339681530807,330575487031796723338262821557980365751,Pátio,Moderada,Português,2022-05-12
330945483897617100537745971385920127927,330943107052741672605984484302581400503,Banheiros,Leve,Física,2022-07-22
331332114874613672559080580113653564343,331329738980476194801833940976257991607,Pátio,Notificação,Geografia,2022-04-04
331332114953841835073753900848358097847,331329738980476194801833940976257991607,Pátio,Leve,Geografia,2022-05-10
331642691331601814135681624885715796919,331641106372210716277513208971837834167,Pátio,Notificação,Química,2022-08-06
331643486623897132318688740954595394487,331641106372210716277513208971837834167,Biblioteca,Moderada,Português,2022-06-13
332218691085795105354247609456668181431,332215512293458708036629466906102072247,Cantina,Moderada,Biologia,2022-07-05
332218691165023267867446845738339009463,332215512293458708036629466906102072247,Sala de aula,Moderada,Biologia,2022-03-13
332521333238448255922455027816528610231,332518955997432015421760730892813468599,Laboratório,Leve,Astronomia,2022-04-16
332521333317676418438825361185821688759,332518955997432015421760730892813468599,Banheiros,Leve,Biologia,2022-07-22
332877857751373895042849115947130946487,332876273346579934787753951671397647287,Sala de aula,Leve,Geografia,2022-08-10
332877857830602057556484356967726580663,332876273346579934787753951671397647287,Banheiros,Leve,Física,2022-04-13
333348475413553500637979502886684722103,333346097063342984937179155686890931127,Sala de aula,Leve,Física,2022-06-12
333348475492781663149710284214856057783,333346097063342984937179155686890931127,Pátio,Leve,Matemática,2022-06-01
333692322865879719864137839761074422711,333689946337916941992187372749071844279,Pátio,Moderada,Informática,2022-08-10
333693115068276699992491706969728746423,333689946337916941992187372749071844279,Sala de aula,Leve,Geografia,2022-03-18
334125701548658045903735178513250255799,334123332785055194429186518410196157367,Sala de aula,Moderada,Geografia,2022-08-02
334664452419929743285140045986825241527,334662878631709559937827773697019347895,Sala de aula,Moderada,Informática,2022-06-22
334986120581985394323946989418642146231,334983743737109966392191413309814342583,Laboratório,Leve,Geografia,2022-08-07
334986120661213556837771944573540762551,334983743737109966392191413309814342583,Banheiros,Notificação,Física,2022-07-03
335621530049208981739918358349758071735,335619944931361558855322196474960544695,Sala de aula,Leve,Química,2022-07-11
336195933989752910643839743778464465847,336193555956455045000855322015081694135,Sala de aula,Leve,Biologia,2022-06-29
336710123496819885966177266928793682871,336707746572716295526152488755382191031,Laboratório,Moderada,Informática,2022-06-16
337309880607824704490691923924866040759,337307505981337826957792301930403595191,Pátio,Moderada,Astronomia,2022-06-26
337309880687052867001650619391920047031,337307505981337826957792301930403595191,Biblioteca,Leve,Geografia,2022-04-23
337758316523660703955354621473257161655,337754352976374602849401120225778467767,Banheiros,Leve,Química,2022-05-10
337758316602888866468261123779148907447,337754352976374602849401120225778467767,Pátio,Leve,Biologia,2022-05-11
338410361845080061508865529382189663159,338407996171375548089777388372566999991,Sala de aula,Leve,Matemática,2022-04-25
339095683549352547688723476415579947959,339094099223786749945010627446850192311,Sala de aula,Leve,Astronomia,2022-06-16
339602745532463414761731335772050817975,339600369400641449460766757080552178615,Pátio,Notificação,Português,2022-03-19
339602745611691577277388974500312515511,339600369400641449460766757080552178615,Sala de aula,Moderada,Português,2022-07-05
340049591735218565511032014829248578487,340046422529489832422662141977483805623,Pátio,Grave,Física,2022-03-20
152279467756499197571900830770267063,150688962394025338430473398133195703,Sala de aula,Leve,Geografia,2022-07-11
153066124182103325528372848038773687,150688962394025338430473398133195703,Sala de aula,Moderada,Física,2022-06-18
553168424107300745668335480703550391,549998109184292458130849925213455287,Pátio,Leve,Português,2022-08-10
1259882524540263435432182937796477879,1257515662413312303795360107822580663,Sala de aula,Moderada,Biologia,2022-03-22
1623539394339924177454922263527949239,1621168016207709728693113337288065975,Quadra de Esportes,Leve,Informática,2022-07-25
1623539473568086687843912377719587767,1621168016207709728693113337288065975,Sala de aula,Moderada,Matemática,2022-07-03
2310449227130008780867486606753530807,2308080384298994793900964757377385399,Pátio,Moderada,Português,2022-06-19
2972795398098658417796505321865479095,2969627222336038012799809606882952119,Sala de aula,Leve,Astronomia,2022-08-04
3384782714682620629130331155327091639,3383197992976010311438951913705702327,Pátio,Leve,Informática,2022-07-04
3384782793910783142601472264500413367,3383197992976010311438951913705702327,Pátio,Moderada,Geografia,2022-07-15
4051103049511148276818019325223109559,4048714716552155778501155006265426871,Pátio,Moderada,Matemática,2022-06-16
4354534076978453379452606361670779831,4352159767404225905722522966620898231,Sala de aula,Moderada,Biologia,2022-06-28
4730868878887321668008813304031216567,4729283998724386325210931642170082231,Sala de aula,Moderada,Química,2022-05-27
5031935817213363636720132536819516343,5029558972337935707183423669401813943,Sala de aula,Leve,Química,2022-03-26
5031935896441526151217812886056600503,5029558972337935707183423669401813943,Banheiros,Leve,Português,2022-08-03
5457391366827613184253269423004320695,5455013491986072569948674909203071927,Sala de aula,Leve,Informática,2022-07-24
5457391446055775698551102538776839095,5455013491986072569948674909203071927,Sala de aula,Leve,Matemática,2022-05-23
5897900980373035589556881892372120503,5894730744678189813963254222423327671,Sala de aula,Leve,Informática,2022-05-31
5897901059601198102331372434186568631,5894730744678189813963254222423327671,Biblioteca,Moderada,Biologia,2022-07-03
6286909119157685601420570036114031543,6284533938073670468422323957385135031,Cantina,Leve,Química,2022-07-21
6768617773351338030186414309363680183,6765447696112817286124236878052066231,Quadra de Esportes,Leve,Química,2022-06-03
6768617852579500544684657608554185655,6765447696112817286124236878052066231,Quadra de Esportes,Moderada,Geografia,2022-04-20
7280430990140023024557403854784955319,7278053828351945035836801164142445495,Sala de aula,Moderada,Geografia,2022-06-06
7280431069368185536905178331906048951,7278053828351945035836801164142445495,Sala de aula,Moderada,Astronomia,2022-04-12
7598136793332010671420945938556126135,7595759235403120116567927950831518647,Sala de aula,Leve,Astronomia,2022-05-17
8175707800444284779582769609964782519,8173331510165994452321893771670455223,Sala de aula,Moderada,Informática,2022-05-11
8538573814725728134052027357397779383,8536197286762950260401451486062838711,Sala de aula,Moderada,Matemática,2022-07-15
9197752443757057477475141372982068151,9193791669456644374445578445708854199,Pátio,Leve,Física,2022-03-18
9198548132193188233430870774969009079,9193791669456644374445578445708854199,Pátio,Moderada,Matemática,2022-08-09
9810186139992320806142961311050630071,9805434034804715234540259791392211895,Pátio,Notificação,Português,2022-03-26
9810977550107675795839138254488339383,9805434034804715234540259791392211895,Quadra de Esportes,Leve,Química,2022-06-22
10546216562031461646958745610556277687,10543058131332830500726127524787258295,Pátio,Leve,Biologia,2022-04-15
10546216641259624159648512184380818359,10543058131332830500726127524787258295,Cantina,Leve,Informática,2022-06-02
11670500395379141617032225222660719543,11667332932669983843287301461882700727,Banheiros,Moderada,Química,2022-03-16
11670500474607304132464683969553892279,11667332932669983843287301461882700727,Cantina,Leve,Astronomia,2022-07-10
12310664423863372547130649746002412471,12307495851959939577754564888891753399,Sala de aula,Leve,Geografia,2022-04-14
13034808799277635910103306453993653175,13033224315255513136157732789169685431,Cantina,Leve,Informática,2022-08-08
13788269179385427358302885580661588919,13785893760616924688491281126542017463,Laboratório,Leve,Português,2022-06-06
13788269258613589872608037045828584375,13785893760616924688491281126542017463,Laboratório,Leve,Informática,2022-08-05
14789713787391028703149662792558314423,14786549414580208984195066205663658935,Sala de aula,Moderada,Geografia,2022-08-09
15470292339258273416032423751014679479,15467910423780444574694438654418617271,Pátio,Leve,Astronomia,2022-07-06
15471078757999390002258732499710772151,15467910423780444574694438654418617271,Pátio,Grave,Química,2022-08-05
16081138620029400946770432074029728695,16078756308410759528756823477700527031,Pátio,Leve,Física,2022-08-09
16081138699257563459128339650312405943,16078756308410759528756823477700527031,Sala de aula,Leve,Física,2022-05-05
16807656591964429151094937366070297527,16803694866926065877909166507218437047,Sala de aula,Moderada,Física,2022-05-03
17893872006277467734499747095940170679,17891495240630202316410092780169462711,Banheiros,Moderada,Geografia,2022-04-20
17893872085505630247166714196651148215,17891495240630202316410092780169462711,Pátio,Moderada,Química,2022-07-23
19261352705803033170218743895307846583,19231246558644750323181365083332936631,Sala de aula,Leve,Português,2022-04-23
19261352785031195686332372085840806839,19231246558644750323181365083332936631,Sala de aula,Moderada,Química,2022-04-02
19777125033100718465894375658442982327,19774749931244865849491361455398978487,Quadra de Esportes,Leve,Informática,2022-03-19
19777125112328880979529898154015327159,19774749931244865849491361455398978487,Biblioteca,Notificação,Português,2022-04-06
20345191829837781423728353479848362935,20343606791218521052129328853443412919,Pátio,Grave,Geografia,2022-03-30
20876813592590120274248600529915872183,20874436510030204797727716478644650935,Sala de aula,Leve,Química,2022-05-19
21534406153036076560659945101067551671,21532821906698441329115852524270912439,Laboratório,Moderada,Biologia,2022-04-13
21852907486207869940599181232367207351,21850526363011666238046394565437686711,Sala de aula,Moderada,Biologia,2022-05-13
21852907565436032452382035431230014391,21850526363011666238046394565437686711,Pátio,Moderada,Astronomia,2022-04-03
22710153193942034528382403063100736439,22708567521497474044781991813487788983,Quadra de Esportes,Leve,Física,2022-05-25
23156207590441017723366010504714912695,23153831696303539963381745743831499703,Quadra de Esportes,Leve,Informática,2022-05-17
23156207669669180238632680490325509047,23153831696303539963381745743831499703,Laboratório,Leve,Informática,2022-06-29
23731403337241114182906007841314964407,23729819170131641471341883735148856247,Sala de aula,Moderada,Português,2022-05-12
23732199580274382540167607502680359863,23729819170131641471341883735148856247,Banheiros,Notificação,Astronomia,2022-07-25
24375527902341270680242954031952298935,24373944923654235677245485250611774391,Laboratório,Leve,Física,2022-04-11
24375527981569433190526391029877441463,24373944923654235677245485250611774391,Pátio,Moderada,Português,2022-05-25
24786723016528252763290185176193434551,24785137581768179819080880138687349687,Pátio,Leve,Química,2022-03-14
24787514822784420319248537380976853943,24785137581768179819080880138687349687,Sala de aula,Leve,Geografia,2022-05-02
25550482344709435946443380970389504951,25548896513808550430693681908259488695,Biblioteca,Leve,Biologia,2022-06-06
25980691504846378845640076630723658679,25979106941596093555198913231970370487,Pátio,Grave,Astronomia,2022-05-16
25981484103384171542928724004591371191,25979106941596093555198913231970370487,Quadra de Esportes,Moderada,Informática,2022-04-21
26546379792916601071033889147664466871,26544003581866473255679435023008924599,Biblioteca,Leve,Português,2022-08-09
27074042128247289557394040560579511223,27067702211454735610488971883798856631,Sala de aula,Moderada,Física,2022-05-31
27644482204592467303295688654664762295,27642105280488876859157153696627033015,Cantina,Leve,Português,2022-07-28
27644482283820629817233515275224351671,27642105280488876859157153696627033015,Sala de aula,Leve,Biologia,2022-03-24
28284646312304860752248744691747783607,28282269229744945280076930505632908215,Cantina,Leve,Português,2022-07-22
28284646391533023268183917747046187959,28282269229744945280076930505632908215,Quadra de Esportes,Grave,Química,2022-04-17
28775071807394657574207816996955095991,28771897927204336142949493033041920951,Quadra de Esportes,Moderada,Português,2022-03-31
28775071886622820086532510525985915831,28771897927204336142949493033041920951,Sala de aula,Leve,Português,2022-05-04
29191809882287462616805577681524753335,29183886590667061098743723619028042679,Cantina,Leve,Química,2022-04-02
29191809961515625131826238537490236343,29183886590667061098743723619028042679,Quadra de Esportes,Leve,Matemática,2022-05-25
29623604160271828401378402377121661879,29618057158929717208752058928950674359,Quadra de Esportes,Moderada,Geografia,2022-03-16
29623604239499990911989476247938007991,29618057158929717208752058928950674359,Sala de aula,Notificação,Biologia,2022-03-21
30190876060854385743017160020509066167,30189295775924876227631923577489720247,Quadra de Esportes,Notificação,Astronomia,2022-07-02
30735189462188047109885882047828067255,30733589766358721599471096908619187127,Sala de aula,Leve,Astronomia,2022-04-14
30735965898180686901724549518475920311,30733589766358721599471096908619187127,Sala de aula,Leve,Português,2022-05-25
31485464870162765135546482515608077239,31483087233005712060051748387006186423,Pátio,Moderada,Geografia,2022-06-11
31485464949390927648337580081048454071,31483087233005712060051748387006186423,Biblioteca,Moderada,Geografia,2022-05-27
31813472077501182462197216048408953783,31810298910364323661684009080621106103,Sala de aula,Leve,Física,2022-05-05
32429863933507495925229321881531974583,32427486296350442848451906284059624375,Quadra de Esportes,Grave,Geografia,2022-05-31
32838680459799474761935152847721333687,32836307338647685005394710689027982263,Quadra de Esportes,Moderada,Física,2022-06-29
32838680539027637275148462878227694519,32836307338647685005394710689027982263,Sala de aula,Moderada,Geografia,2022-05-18
33259382002750218393890901429108081591,33256225948896462674772978142126801847,Quadra de Esportes,Moderada,Física,2022-05-15
33259382081978380911977669206382740407,33256225948896462674772978142126801847,Pátio,Notificação,Informática,2022-07-07
33874194445336809998956079955948340151,33868648394732648978615021163195401143,Pátio,Grave,Astronomia,2022-05-13
34326585431045521535954888674372748215,34325000709338911222337578245661393847,Quadra de Esportes,Moderada,Informática,2022-08-02
34715602601840698174187249662748263351,34713220210993894245888233743656944567,Pátio,Leve,Geografia,2022-03-16
35213941485030582232336631265598112695,35211575890554231328630564982037414839,Banheiros,Moderada,Física,2022-07-09
35213941564258744745335738838827664311,35211575890554231328630564982037414839,Pátio,Notificação,Física,2022-03-27
35976907976989485173730576044099109815,35975323096826549830791393943929226167,Laboratório,Moderada,Biologia,2022-05-16
36534697138028872734034127735121773495,36533110435618199560902711283227558839,Laboratório,Grave,Matemática,2022-08-10
36535468107278299040597391861965128631,36533110435618199560902711283227558839,Sala de aula,Leve,Biologia,2022-06-14
37161374948689925589969702817863304119,37159785948662539504618151633580458935,Sala de aula,Notificação,Astronomia,2022-06-10
37464813661288994575532060312066065335,37462443154666567788168053743298020279,Cantina,Moderada,Matemática,2022-06-01
37465606418283112307134538069355791287,37462443154666567788168053743298020279,Pátio,Leve,Matemática,2022-05-07
38199258648568062471741941331880313783,38197673926861452159046461451896357815,Pátio,Leve,Informática,2022-06-12
38703941647643113732472454746961347511,38701564089714223171468927043132195767,Cantina,Notificação,Matemática,2022-05-09
39179310860413187300423940537936249783,39177727406357177213154652861594076087,Sala de aula,Moderada,Física,2022-05-16
39726777621843078900354065710195147703,39724401173108463541184563164471362487,Sala de aula,Grave,Geografia,2022-06-10
40082512388444775834531331136756646839,40080133642093447560216605900667093943,Biblioteca,Grave,Astronomia,2022-06-02
40600670671856578198827443933671588791,40598288994063236901447778021289493431,Sala de aula,Moderada,Física,2022-06-05
41228943900026180799447706128265511863,41224986136395943237193801085674062775,Quadra de Esportes,Notificação,Biologia,2022-05-10
41228943979254343314275838100160906167,41224986136395943237193801085674062775,Biblioteca,Moderada,Física,2022-04-29
41736795233320177487413187665887232951,41735210670069892203302677968333308855,Pátio,Leve,Geografia,2022-07-17
41737587435717157618636973737083405239,41735210670069892203302677968333308855,Quadra de Esportes,Grave,Informática,2022-03-16
42445094451600563069029058947424977847,42441926275837942664880447337271657399,Sala de aula,Grave,Química,2022-07-10
43146264957502402684228082090270524343,43144687207874093624376721867186373559,Quadra de Esportes,Moderada,Geografia,2022-04-08
43601042216237881352155356432211116983,43597866276115334551785443965433807799,Pátio,Moderada,Biologia,2022-06-30
44119186555493081208739706307753542583,44116018458958623319437804017958519735,Sala de aula,Notificação,Informática,2022-06-24
44718153286348657426746152962494825399,44714983288338299197920246219309056951,Cantina,Leve,Astronomia,2022-05-10
44718153365576819942955482645109408695,44714983288338299197920246219309056951,Pátio,Grave,Matemática,2022-04-05
45233927118981430495301933849255347127,45232346120998458347975030284113675191,Pátio,Leve,Biologia,2022-08-03
45668097608015924092391381954310964151,45665721317737633759900701048732648375,Quadra de Esportes,Moderada,Matemática,2022-06-11
45994517479118368132732747009359086519,45992932836639920334223073204416807863,Pátio,Moderada,Matemática,2022-04-25
46316183105872818714719473577673098167,46313805389487603131534249936604627895,Pátio,Leve,Biologia,2022-06-24
46704402845212289283138738334564877239,46700439773295163267286965699718939575,Pátio,Leve,Geografia,2022-08-09
47025275873428947166545128860885975991,47023691389406824392041671792221488055,Sala de aula,Leve,Geografia,2022-04-11
47025275952657109679140882792489157559,47023691389406824392041671792221488055,Laboratório,Moderada,Português,2022-08-10
47715353723525327145595644025686459319,47713768526449741744920193907514672055,Cantina,Leve,Português,2022-07-08
47716145371325169676526306803709117367,47713768526449741744920193907514672055,Pátio,Moderada,Química,2022-04-03
48060788591315682170965066609116578743,48057620811693874343017793162938942391,Laboratório,Notificação,Física,2022-05-04
48433159053656824219495872359351714743,48430783476431996515863018731053777847,Sala de aula,Leve,Português,2022-05-21
48433159132884986732673998017769243575,48430783476431996515863018731053777847,Sala de aula,Moderada,Geografia,2022-06-08
49089961313181700720085758726323307447,49087585339816060443539194662030148535,Biblioteca,Leve,Biologia,2022-05-29
49089961392409863230661085275097400247,49087585339816060443539194662030148535,Sala de aula,Leve,Astronomia,2022-03-17
49457583790199687929985279847160873911,49455231109913826851656442012252767159,Pátio,Leve,Física,2022-06-14
49901258648065717706826620890224264119,49898882357787427377854377193529148343,Pátio,Moderada,Astronomia,2022-07-15
49901258727293880218855202743755473847,49898882357787427377854377193529148343,Biblioteca,Leve,Geografia,2022-07-24
50626195463561448738526880162673591223,50623818222545208235043166219755848631,Cantina,Leve,Português,2022-08-07
50626195542789611255314077972475151287,50623818222545208235043166219755848631,Laboratório,Leve,Química,2022-04-21
50923301469130752575551045741767295927,50920923831973699501590913186191901623,Pátio,Leve,Geografia,2022-07-12
51235461776315716808066802079326536631,51233085089896613905244099224143135671,Pátio,Notificação,Astronomia,2022-05-18
51633203631595126752285561408901612471,51631602271974388440765381983873532855,Banheiros,Moderada,Química,2022-04-10
51971490376107119821519175543049946039,51969113372775366858507431722807985079,Sala de aula,Moderada,Biologia,2022-04-21
52455574132156624866877185203693159351,52453989568906339577887869734813434807,Pátio,Moderada,Geografia,2022-06-09
52833493972684753527098563391985550263,52830324291587045352142584386704114615,Pátio,Leve,Português,2022-06-28
53415819620285833666684954598197953463,53412650256100775549707030615912874935,Quadra de Esportes,Leve,Geografia,2022-03-21
53415819699513996180945633017044665271,53412650256100775549707030615912874935,Laboratório,Notificação,Astronomia,2022-04-09
53799294305744162427042842706020926391,53796907240435770158962014992736715703,Banheiros,Moderada,Informática,2022-07-31
53800077317674290900756067061713863607,53796907240435770158962014992736715703,Sala de aula,Leve,Química,2022-04-10
54174033056319180859674647200300008375,54172448493068895575118281139636405175,Biblioteca,Leve,Geografia,2022-06-26
54174033135547343377828406022031803319,54172448493068895575118281139636405175,Laboratório,Leve,Física,2022-06-18
54827664763236561533605876302340162487,54826080041529951218159541474962965431,Quadra de Esportes,Leve,Biologia,2022-05-23
54827664842464724048009262534379176887,54826080041529951218159541474962965431,Laboratório,Leve,Biologia,2022-04-21
55362456207086608555242502200379048887,55360871247695510693883004475532379063,Biblioteca,Leve,Física,2022-04-10
55363249518677863883908459368064222135,55360871247695510693883004475532379063,Pátio,Moderada,Português,2022-05-18
55921807589034452379260453331910525879,55919442786839726614743502069596160951,Pátio,Moderada,Biologia,2022-03-30
55921807668262614890632917014729196471,55919442786839726614743502069596160951,Sala de aula,Notificação,Física,2022-07-19
56539784800572676268484902219489215415,56537408510294385936858068017435902903,Banheiros,Leve,Geografia,2022-08-05
56919289362807415244190051407061320631,56900273336153391573632718420293452727,Banheiros,Leve,Informática,2022-05-12
56919289442035577759522586537222210487,56900273336153391573632718420293452727,Sala de aula,Moderada,Geografia,2022-04-24
57298792182022578906266109971248972727,57296415020234500919224786991662236599,Pátio,Notificação,Física,2022-03-19
57709985236277335622069339083101176759,57708401386080512964045816992087933879,Banheiros,Moderada,Informática,2022-03-15
57709985315505498135329655434718217143,57708401386080512964045816992087933879,Sala de aula,Grave,Português,2022-07-27
58102165274548244207598874833577051063,58100579681331846235389504615245677495,Sala de aula,Leve,Física,2022-03-15
58426209013828722943923065074699469751,58423833040463082672953083248997827511,Banheiros,Leve,Matemática,2022-06-01
58426209093056885461374262354561467319,58423833040463082672953083248997827511,Pátio,Notificação,Astronomia,2022-04-27
58916634508918519766986645188519396279,58914253306494153550811283874946220983,Sala de aula,Grave,Astronomia,2022-04-30
59563926457499671520991116629144503223,59560754241100762889460366940051866551,Sala de aula,Leve,Informática,2022-04-02
59997304268768209901786978209027589047,59994926156242181745527603395238822839,Sala de aula,Grave,Astronomia,2022-07-02
59997304347996372416410759347831047095,59994926156242181745527603395238822839,Pátio,Leve,Astronomia,2022-07-09
60348282097264387891034045149759144887,60345907629233835387306268664168448951,Pátio,Leve,Química,2022-06-13
60631919077521779247210577481580151735,60629543658753276576845593223247430583,Quadra de Esportes,Moderada,Matemática,2022-05-29
60631919156749941760458508934221923255,60629543658753276576845593223247430583,Laboratório,Moderada,Química,2022-05-19
61233262257111970829117558090597925815,61231677693861685541543498804619379639,Banheiros,Notificação,Química,2022-05-18
61859959161760189623254452126395663287,61857580494637023864309979667346228151,Sala de aula,Moderada,Geografia,2022-07-29
61859959240988352138323526678355379127,61857580494637023864309979667346228151,Pátio,Leve,Informática,2022-05-25
62228367819834805877063243400915190711,62226784128094308247275099571257344951,Cantina,Moderada,Português,2022-07-27
62228367899062968394175263333840847799,62226784128094308247275099571257344951,Sala de aula,Moderada,Geografia,2022-07-13
62645107716975348751307056691919717303,62642731268240733393300608749964362679,Pátio,Leve,Português,2022-05-24
63122062602189982805504255563634312119,63119685044261092249442021075960726455,Pátio,Leve,Biologia,2022-07-27
63122887684274406356625456914244043703,63119685044261092249442021075960726455,Laboratório,Notificação,Física,2022-07-05
63531672440073216975133634195234227127,63530085975347031347431525155843867575,Cantina,Notificação,Matemática,2022-07-11
63831152675988585769890222669249643447,63829568191966463000886505170534663095,Pátio,Grave,Biologia,2022-05-08
63831152755216748284253076504642323383,63829568191966463000886505170534663095,Sala de aula,Moderada,Português,2022-07-26
64226502157672714986559000154078446519,64224917673650592214700844916540703671,Pátio,Leve,Biologia,2022-06-26
64686819445672003587165477249996817335,64683651507593870727071167791115797431,Banheiros,Moderada,Biologia,2022-05-24
64686819524900166103080384106972054455,64683651507593870727071167791115797431,Biblioteca,Grave,Astronomia,2022-03-12
65235076032653999892128494568228520887,65233491865544527176555885318725960631,Sala de aula,Leve,Astronomia,2022-07-01
65235870611895855449214693266826724279,65233491865544527176555885318725960631,Sala de aula,Moderada,Matemática,2022-06-01
65720746491114178107302426930091131831,65719160818669617620390181104500605879,Laboratório,Leve,Geografia,2022-05-23
66394193399160863831973414168481235895,66391809106838159561821188363718493111,Sala de aula,Notificação,Português,2022-03-21
67004241852335472721913845314392163255,67001864294406582162252671774496129975,Sala de aula,Leve,Química,2022-04-20
67745024300334056619034698900507460535,67742647376230466175423085098872079287,Pátio,Grave,Biologia,2022-06-22
67745024379562219136204984153612223415,67742647376230466175423085098872079287,Sala de aula,Leve,Informática,2022-03-27
68424802093162769666505422258774999991,68421634313540961836062873144057398199,Sala de aula,Moderada,Química,2022-03-29
68424802172390932180381042909481534391,68421634313540961836062873144057398199,Pátio,Grave,Informática,2022-05-08
68905746195588159441504444948599276471,68903350177497403059991283044104537015,Cantina,Moderada,Astronomia,2022-07-19
69336718006017464648573053116099068855,69335134472733292047563815727824896951,Pátio,Leve,Informática,2022-04-19
69805749124242722098582503358722212791,69804164640220599324328151644446655415,Sala de aula,Leve,Física,2022-03-26
70208227793674372360641462915643474871,70206643071967762044806974095382283191,Sala de aula,Moderada,Português,2022-08-03
70536233416449539403467988556553913271,70534650358534341890057885762978055095,Pátio,Leve,Astronomia,2022-05-06
71118560014788569712299734669709280183,71116975451538284428177965973086929847,Quadra de Esportes,Leve,Biologia,2022-04-19
71118560094016732230638141076163265463,71116975451538284428177965973086929847,Pátio,Moderada,Informática,2022-04-12
71579675684981514557091729604838949815,71576497605698579870931117216452838327,Sala de aula,Grave,Português,2022-08-05
71579675764209677072215691777257243575,71576497605698579870931117216452838327,Cantina,Moderada,Física,2022-06-23
72180215332547486468437956077541393335,72178632908457589066804059925805007799,Biblioteca,Moderada,Geografia,2022-06-02
72180215411775648979936239074949727159,72178632908457589066804059925805007799,Sala de aula,Leve,Química,2022-05-15
72719760070007576779156562482630493111,72717383858957448959431646394588595127,Sala de aula,Leve,Física,2022-05-03
73144424130278308827174237664048317367,73142840042396998625256572683511137207,Quadra de Esportes,Moderada,Química,2022-05-14
73855116039066625187225539350173582263,73851933126865777133824607841960592311,Pátio,Grave,Geografia,2022-03-15
74431091232529536983755672030047110071,74429504371662538781624672755028067255,Sala de aula,Leve,Biologia,2022-07-03
74431091311757699498385645618338202551,74429504371662538781624672755028067255,Pátio,Grave,Astronomia,2022-08-08
75114840891601415127798545923409445815,75112451924817122516966321673770107831,Cantina,Leve,Biologia,2022-04-09
75693994085119099095762208536412816311,75691609634340069792943062436962108343,Sala de aula,Moderada,Informática,2022-03-16
76159055951630554416966880100452926391,76157483431060971298393479015196525495,Cantina,Leve,Química,2022-06-14
