idPagamento,idAluno,DataPag,status
321674203290231775063444043280106652599,321667863928036358717165927218878350263,2022-05-15,Quitado
321675788249622872923632886576813704119,321667863928036358717165927218878350263,2022-05-09,Quitado
321678164777585650795347759033309463479,321667863928036358717165927218878350263,2022-07-24,Quitado
321679748944695123510556139662948434871,321667863928036358717165927218878350263,2022-05-03,Quitado
321682134504668428011657659664369451959,321667863928036358717165927218878350263,2022-04-23,Quitado
322278713853302961905179513127572865975,322273167802698800884046383750356140983,2022-06-13,Quitado
322281091807372665034902774114408465335,322273167802698800884046383750356140983,2022-04-17,Quitado
322282676053710300262503683742465524663,322273167802698800884046383750356140983,2022-03-26,Quitado
322286645780793077476075677275060962231,322273167802698800884046383750356140983,2022-04-15,Quitado
322289013752114303811208353525639938999,322273167802698800884046383750356140983,2022-06-11,Quitado
322907000787944679469231211685968348087,322897485168714066267502631545225872311,2022-04-01,Quitado
322908579250626451159248976353060717495,322897485168714066267502631545225872311,2022-07-19,Quitado
322910163576192248901944856230934873015,322897485168714066267502631545225872311,2022-04-27,Inadimplente
322912539391101564148429832384973898679,322897485168714066267502631545225872311,2022-06-29,Quitado
322914123320526549320634375476424737719,322897485168714066267502631545225872311,2022-07-20,Quitado
323381569796273358969857863777446527927,323375230750990592680145642781057221559,2022-04-14,Quitado
323383154359523644254662209292592219063,323375230750990592680145642781057221559,2022-07-26,Quitado
323385533977384760183224428052772815799,323375230750990592680145642781057221559,2022-03-16,Quitado
323387117669125257816997694602700129207,323375230750990592680145642781057221559,2022-08-09,Quitado
323388701043953105389356378138970686391,323375230750990592680145642781057221559,2022-03-23,Inadimplente
323820494608884008544055532366338458551,323814168081650919508493708918033482679,2022-04-06,Quitado
323822079489046943886398831940811883447,323814168081650919508493708918033482679,2022-06-23,Inadimplente
323823663973069066658341429671362823095,323814168081650919508493708918033482679,2022-04-24,Quitado
323825248536319351945947858579663094711,323814168081650919508493708918033482679,2022-07-07,Quitado
323828418296645222631824815405119308727,323814168081650919508493708918033482679,2022-05-27,Quitado
324192073819566120628147534180892541879,324186528561243584753490906971961033655,2022-04-29,Quitado
324193658224360080885515890368541098935,324186528561243584753490906971961033655,2022-06-26,Quitado
324195241916100578516094415932802466743,324186528561243584753490906971961033655,2022-06-14,Quitado
324196828063914114087805120334820279223,324186528561243584753490906971961033655,2022-05-09,Quitado
324199207285634417445708524697434719159,324186528561243584753490906971961033655,2022-08-01,Quitado
324863929429968707355343381419622925239,324856018022572682972485143231667110839,2022-03-19,Quitado
324865513438621855041919785545721185207,324856018022572682972485143231667110839,2022-05-24,Quitado
324867102438649241126862353588843447223,324856018022572682972485143231667110839,2022-06-21,Quitado
324869476114398168486563586103438476215,324856018022572682972485143231667110839,2022-03-21,Quitado
324871098469481973077102466452898972599,324856018022572682972485143231667110839,2022-06-26,Quitado
325180048609978184346775246735797388215,325172919580686988325327386580269401015,2022-06-09,Quitado
325181633807053769745724973771756143543,325172919580686988325327386580269401015,2022-06-27,Quitado
325183218449532217547501727631379006391,325172919580686988325327386580269401015,2022-06-19,Quitado
325184802458185365234055613759340413879,325172919580686988325327386580269401015,2022-06-23,Quitado
325187180016114255793960544629067875255,325172919580686988325327386580269401015,2022-04-19,Quitado
325696616784168325426411176681372124087,325690278848079834339961747824871474103,2022-07-22,Quitado
325698202139700235856214562212048798647,325690278848079834339961747824871474103,2022-07-07,Quitado
325699785435299920917599632107499684791,325690278848079834339961747824871474103,2022-08-01,Quitado
325702171946011175584354886313035695031,325690278848079834339961747824871474103,2022-08-03,Quitado
325703752310168847615018333215710774199,325690278848079834339961747824871474103,2022-05-15,Quitado
326274192465742187878940320992566969271,326267063436450991857870763205738103735,2022-05-01,Quitado
326276569231389453291165162693594448823,326267063436450991857870763205738103735,2022-03-24,Quitado
326278151497023025666394393832501543863,326267063436450991857870763205738103735,2022-05-12,Inadimplente
326279737248695748664631815544823350199,326267063436450991857870763205738103735,2022-06-05,Quitado
326282113855886689052019526378323182519,326267063436450991857870763205738103735,2022-07-12,Quitado
326671123975375401922119987100934996919,326663199812245212746781687289963873207,2022-03-16,Quitado
326674293260332297523936794213875975095,326663199812245212746781687289963873207,2022-04-30,Quitado
326676670739033025568101051237212095415,326663199812245212746781687289963873207,2022-03-18,Quitado
326678257599900023767391123572290487223,326663199812245212746781687289963873207,2022-08-01,Quitado
326680654172587917750644190150251512759,326663199812245212746781687289963873207,2022-04-03,Quitado
327358042127122550525091127467083826103,327350108456612859639417173316255089591,2022-04-24,Quitado
327359615994570896386071573349760500663,327350108456612859639417173316255089591,2022-04-13,Quitado
327361200320136694132544565940114949047,327350108456612859639417173316255089591,2022-03-22,Inadimplente
327362784883386979417017333932695487415,327350108456612859639417173316255089591,2022-05-07,Quitado
327364372140394790189958862617727730615,327350108456612859639417173316255089591,2022-07-19,Quitado
327688413978199368591152872791912743863,327682075883654552468854730503986873271,2022-07-22,Quitado
327689206180596348716617399364632183735,327682075883654552468854730503986873271,2022-06-28,Quitado
327691597048856541674303799411161170871,327682075883654552468854730503986873271,2022-05-10,Quitado
327693167747178386962123423566155482039,327682075883654552468854730503986873271,2022-05-05,Quitado
327695544433597489863340311679204590519,327682075883654552468854730503986873271,2022-07-21,Quitado
328066333026445872108852190759727924151,328059201382625313118164000194561311671,2022-04-14,Quitado
328069500885295842453253677118258414519,328059201382625313118164000194561311671,2022-05-11,Quitado
328071912035965639058527425099873911735,328059201382625313118164000194561311671,2022-05-08,Quitado
328074271054504501278842628798849221559,328059201382625313118164000194561311671,2022-06-19,Quitado
328075840722860233886725603807721685943,328059201382625313118164000194561311671,2022-06-04,Inadimplente
328417311805680000265313207700481639351,328410973869591509174851916000924009399,2022-07-26,Quitado
328418896765071098126151695243436884919,328410973869591509174851916000924009399,2022-06-13,Quitado
328422066446168806299350988919067116471,328410973869591509174851916000924009399,2022-03-18,Quitado
328423650137909303928264308521108243383,328410973869591509174851916000924009399,2022-05-11,Quitado
328425235018072239272754417742953841591,328410973869591509174851916000924009399,2022-06-27,Quitado
328921207356047822252009034022054527927,328914865696235692991105298077468328887,2022-06-01,Quitado
328922789225540582055332798091543970743,328914865696235692991105298077468328887,2022-06-30,Quitado
328925164881993572271678780716733432759,328914865696235692991105298077468328887,2022-03-28,Quitado
328926749682928345102282010288804070327,328914865696235692991105298077468328887,2022-03-27,Quitado
328928334404634955415578157769088566199,328914865696235692991105298077468328887,2022-04-23,Quitado
329475007933701754202759765905427923895,329469462913063705868719786957201474487,2022-05-08,Quitado
329476592972321014574601703436734170039,329469462913063705868719786957201474487,2022-06-15,Quitado
329478973461691918159155434676705035191,329469462913063705868719786957201474487,2022-08-01,Quitado
329481348246635120721610834048272565175,329469462913063705868719786957201474487,2022-05-13,Quitado
329482931146093993206667902040227972023,329469462913063705868719786957201474487,2022-05-22,Quitado
329954338396141215956537986115690562487,329948792266308892427572503837745087415,2022-03-27,Quitado
329956719519337419657053175426211644343,329948792266308892427572503837745087415,2022-03-29,Quitado
329958298932757141516827172082976818103,329948792266308892427572503837745087415,2022-06-15,Quitado
329959893082615091032512623636822361015,329948792266308892427572503837745087415,2022-05-14,Quitado
329961470198418099976852322802139923383,329948792266308892427572503837745087415,2022-06-16,Quitado
330582619626355232498891047272611840951,330575487031796723338262821557980365751,2022-07-18,Quitado
330585015961358638935127850519374332855,330575487031796723338262821557980365751,2022-06-20,Quitado
330586580559111970629848617786672415671,330575487031796723338262821557980365751,2022-04-20,Quitado
330588961603080011816842563442165679031,330575487031796723338262821557980365751,2022-05-14,Quitado
330590541095727896189660422193457398711,330575487031796723338262821557980365751,2022-07-11,Quitado
330948652548748696026126150969405473719,330943107052741672605984484302581400503,2022-04-16,Quitado
330951029076711473898758913324954682295,330943107052741672605984484302581400503,2022-05-25,Quitado
330952613639961759185524576477820224439,330943107052741672605984484302581400503,2022-05-09,Quitado
330954198440896532014673143370250191799,330943107052741672605984484302581400503,2022-07-26,Quitado
330956575523456447485290089785015403447,330943107052741672605984484302581400503,2022-03-12,Quitado
331336869832015128649862993007289303991,331329738980476194801833940976257991607,2022-04-17,Quitado
331338453919896438848992085393554015159,331329738980476194801833940976257991607,2022-03-23,Quitado
331340832349335117067634035665907483575,331329738980476194801833940976257991607,2022-04-12,Quitado
331343208164244432308921576374984246199,331329738980476194801833940976257991607,2022-08-05,Quitado
331345584612979047672020751070565499831,331329738980476194801833940976257991607,2022-07-09,Quitado
331649028158496030026495107571279725495,331641106372210716277513208971837834167,2022-06-19,Quitado
331650614464765890624249063116030346167,331641106372210716277513208971837834167,2022-06-16,Quitado
331652198790331688370942450613149238199,331641106372210716277513208971837834167,2022-05-24,Quitado
331653783353581973658450363279600780215,331641106372210716277513208971837834167,2022-06-27,Quitado
331655368233744909000236905350140527543,331641106372210716277513208971837834167,2022-03-30,Quitado
332228191730903003359576720503981999031,332215512293458708036629466906102072247,2022-03-31,Quitado
332231371315521025818683910110497211319,332215512293458708036629466906102072247,2022-03-24,Inadimplente
332234525150986231138320160409885344695,332215512293458708036629466906102072247,2022-05-29,Inadimplente
332237723908819582044099970067318703031,332215512293458708036629466906102072247,2022-07-12,Quitado
332240086809538407463922503029044282295,332215512293458708036629466906102072247,2022-06-29,Quitado
332525293775064181485152232209574527927,332518955997432015421760730892813468599,2022-06-19,Quitado
332545099389585822311362085681723868087,332518955997432015421760730892813468599,2022-06-15,Quitado
332547507767269930918786044748296881079,332518955997432015421760730892813468599,2022-08-07,Quitado
332549876847785432452103986033880990647,332518955997432015421760730892813468599,2022-07-15,Quitado
332552243630684221072228170642634310583,332518955997432015421760730892813468599,2022-04-16,Quitado
332881819001043283231635559746531230647,332876273346579934787753951671397647287,2022-03-18,Quitado
332883403881206218575073796980409107383,332876273346579934787753951671397647287,2022-04-08,Quitado
332885787064334647649480582848294683575,332876273346579934787753951671397647287,2022-05-18,Quitado
332887364734734794192419488896941032375,332876273346579934787753951671397647287,2022-04-08,Quitado
332888949139528754451430251573696267191,332876273346579934787753951671397647287,2022-03-11,Quitado
333352435554028613624911092379703051191,333346097063342984937179155686890931127,2022-05-25,Quitado
333354019404225436284517629739737023415,333346097063342984937179155686890931127,2022-06-27,Quitado
333356396486785351758297510467799876535,333346097063342984937179155686890931127,2022-07-14,Quitado
333357980733122986988506848705034585015,333346097063342984937179155686890931127,2022-05-26,Quitado
333361152870293733103523431311734997943,333346097063342984937179155686890931127,2022-06-11,Quitado
333697077585596688409242965787724219319,333689946337916941992187372749071844279,2022-04-02,Quitado
333698671735454637923314439825110860727,333689946337916941992187372749071844279,2022-03-25,Quitado
333700245602902983784818147689492644791,333689946337916941992187372749071844279,2022-04-16,Inadimplente
333701830324609594098563529232607347639,333689946337916941992187372749071844279,2022-05-12,Quitado
333704236087764339734263422695046906807,333689946337916941992187372749071844279,2022-05-12,Quitado
334130456506059501992820297297320739767,334123332785055194429186518410196157367,2022-07-24,Quitado
334133625077962934967166667293188162487,334123332785055194429186518410196157367,2022-03-21,Quitado
334135225249161235565509349799893402551,334123332785055194429186518410196157367,2022-05-23,Quitado
334136795472114105769981237408427148215,334123332785055194429186518410196157367,2022-03-12,Quitado
334139174852290734156164211603740558263,334123332785055194429186518410196157367,2022-06-01,Quitado
334669206822734061773694476597378417591,334662878631709559937827773697019347895,2022-06-10,Quitado
334670801289504661343598321910296085431,334662878631709559937827773697019347895,2022-04-30,Quitado
334672375394637494746193244846117094327,334662878631709559937827773697019347895,2022-04-26,Quitado
334673963523155093174625542027371348919,334662878631709559937827773697019347895,2022-04-06,Quitado
334675544600366227833899681177774850999,334662878631709559937827773697019347895,2022-05-01,Quitado
334990081197829482400147141593229689783,334983743737109966392191413309814342583,2022-06-14,Quitado
334991665602623442659149178545706894263,334983743737109966392191413309814342583,2022-05-01,Quitado
334994041734445407958964776382272635831,334983743737109966392191413309814342583,2022-07-30,Quitado
334995628674540568675425696920409211831,334983743737109966392191413309814342583,2022-03-19,Inadimplente
334998007658576384488747596500372292535,334983743737109966392191413309814342583,2022-06-12,Quitado
335626293880164639428483066530713830327,335619944931361558855322196474960544695,2022-08-09,Inadimplente
335627867906069310315150134760630911927,335619944931361558855322196474960544695,2022-04-02,Quitado
335630245622454525902380153817031508919,335619944931361558855322196474960544695,2022-04-01,Quitado
335632621595820166178079759676402303927,335619944931361558855322196474960544695,2022-05-31,Quitado
335634210437391227235121623205478138807,335619944931361558855322196474960544695,2022-06-02,Quitado
336200687758731929017825173028255040439,336193555956455045000855322015081694135,2022-05-06,Quitado
336203063652869406780936343305417130935,336193555956455045000855322015081694135,2022-06-09,Quitado
336204648295347854579750854510137050039,336193555956455045000855322015081694135,2022-06-29,Quitado
336207026090961232680792599397530862519,336193555956455045000855322015081694135,2022-04-25,Quitado
336209416800765100609518260167721092023,336193555956455045000855322015081694135,2022-08-03,Inadimplente
336714879325731129715389610025464103863,336707746572716295526152488755382191031,2022-05-17,Inadimplente
336717258151310620499110414757071684535,336707746572716295526152488755382191031,2022-07-04,Quitado
336718855232610583041436383616365233079,336707746572716295526152488755382191031,2022-05-06,Quitado
336720439399720055756089695591930790839,336707746572716295526152488755382191031,2022-05-04,Quitado
336722800795103793404351352645873828791,336707746572716295526152488755382191031,2022-07-31,Quitado
337314635961366973151167692045950387127,337307505981337826957792301930403595191,2022-05-25,Quitado
337316220049248283352217851148265325495,337307505981337826957792301930403595191,2022-08-06,Quitado
337317804454042243607781389785245156279,337307505981337826957792301930403595191,2022-04-27,Quitado
337320181140461346511785443117683180471,337307505981337826957792301930403595191,2022-07-12,Quitado
337321765386798981739277703404729926583,337307505981337826957792301930403595191,2022-05-03,Quitado
337763068311935659473332559959726228407,337754352976374602849401120225778467767,2022-08-03,Quitado
337765442542281724428659779178655384503,337754352976374602849401120225778467767,2022-04-22,Quitado
337767826359235453615757002412736644023,337754352976374602849401120225778467767,2022-04-21,Quitado
337770200431125193546847195414485271479,337754352976374602849401120225778467767,2022-03-21,Quitado
337772574819927583532839203418759496631,337754352976374602849401120225778467767,2022-06-03,Quitado
338414331017565701123723755715935077303,338407996171375548089777388372566999991,2022-08-06,Quitado
338416706674018691339859476533521679287,338407996171375548089777388372566999991,2022-03-19,Quitado
338419088589496520182531653019726250935,338407996171375548089777388372566999991,2022-07-21,Quitado
338421477001683675195446121304653300663,338407996171375548089777388372566999991,2022-04-28,Quitado
338423056098190746997482724043509728183,338407996171375548089777388372566999991,2022-08-09,Quitado
339099644085968473246615902956174967735,339094099223786749945010627446850192311,2022-07-09,Quitado
339101234591330947104388236102091408311,339094099223786749945010627446850192311,2022-07-29,Quitado
339102815272401269190725865343386125239,339094099223786749945010627446850192311,2022-03-26,Quitado
339104402212496429904267327423079777207,339094099223786749945010627446850192311,2022-05-08,Quitado
339106775254420057153121502193957209015,339094099223786749945010627446850192311,2022-05-04,Quitado
339609082676270280707060449792093324215,339600369400641449460766757080552178615,2022-08-08,Quitado
339610667556433216054457351098429866935,339600369400641449460766757080552178615,2022-03-17,Quitado
339612252436596151397853648560777855927,339600369400641449460766757080552178615,2022-04-08,Quitado
339613836524477461600079528640813204407,339600369400641449460766757080552178615,2022-04-30,Quitado
339615420533130609286096923463164101559,339600369400641449460766757080552178615,2022-06-26,Quitado
340054347326445321713014736562373788599,340046422529489832422662141977483805623,2022-05-26,Inadimplente
340056738590846327241603426861323649975,340046422529489832422662141977483805623,2022-04-01,Quitado
340058324500975375271505436476266775479,340046422529489832422662141977483805623,2022-06-21,Inadimplente
340059891634029907420382822902454813623,340046422529489832422662141977483805623,2022-04-20,Quitado
340061475880367542646915816468871644087,340046422529489832422662141977483805623,2022-03-31,Quitado
157026740026191403176150827849221047,150688962394025338430473398133195703,2022-04-09,Quitado
158613125524214516414919465161196471,150688962394025338430473398133195703,2022-08-04,Quitado
160195628842274431074944787891356599,150688962394025338430473398133195703,2022-07-12,Quitado
161780271320722234558281431310926775,150688962394025338430473398133195703,2022-04-13,Quitado
163364517658357461782859015505839031,150688962394025338430473398133195703,2022-05-26,Quitado
558724932828913646554173840514352055,549998109184292458130849925213455287,2022-04-04,Quitado
561885265003445138276658511056470967,549998109184292458130849925213455287,2022-07-29,Quitado
565054629188503252739603576431838135,549998109184292458130849925213455287,2022-07-31,Quitado
566659554076554704317224587993809847,549998109184292458130849925213455287,2022-04-07,Quitado
569012709731390868969552423147537335,549998109184292458130849925213455287,2022-06-12,Quitado
1263846626423502137182807675449377719,1257515662413312303795360107822580663,2022-04-18,Quitado
1265440221684314051795731725609599927,1257515662413312303795360107822580663,2022-06-12,Quitado
1267834575983657636611116004597302199,1257515662413312303795360107822580663,2022-06-18,Quitado
1270182344123442829503373176463426487,1257515662413312303795360107822580663,2022-06-14,Quitado
1271788457433931997602695304647541687,1257515662413312303795360107822580663,2022-07-10,Inadimplente
1627500723237474878602369863954727863,1621168016207709728693113337288065975,2022-04-05,Quitado
1629087187963660507768711732193919927,1621168016207709728693113337288065975,2022-04-06,Quitado
1631462685960325696548945065622635447,1621168016207709728693113337288065975,2022-05-18,Inadimplente
1633840164661053738830134494764467127,1621168016207709728693113337288065975,2022-06-08,Quitado
1635424965595826569786333687630267319,1621168016207709728693113337288065975,2022-08-03,Quitado
2313617719805279240208676870374556599,2308080384298994793900964757377385399,2022-03-17,Quitado
2315202441511889557803228720007480247,2308080384298994793900964757377385399,2022-07-03,Quitado
2316786529393199756578788535523607479,2308080384298994793900964757377385399,2022-05-21,Quitado
2318372201837760246496905637407228855,2308080384298994793900964757377385399,2022-06-02,Inadimplente
2320748571344213087716718719514444727,2308080384298994793900964757377385399,2022-03-11,Quitado
2977551385466227192152505535701451703,2969627222336038012799809606882952119,2022-07-09,Quitado
2979926249637592263358992131981312951,2969627222336038012799809606882952119,2022-07-28,Quitado
2981510575203390009942885863159759799,2969627222336038012799809606882952119,2022-04-04,Quitado
2983095059225512778690461133068043191,2969627222336038012799809606882952119,2022-05-21,Quitado
2984679464019473038498360943867855799,2969627222336038012799809606882952119,2022-07-20,Quitado
3391132376539163827915443955908740023,3383197992976010311438951913705702327,2022-05-18,Quitado
3392705847846697117582364645190271927,3383197992976010311438951913705702327,2022-03-28,Quitado
3395080791246224707866410936766301111,3383197992976010311438951913705702327,2022-04-27,Quitado
3397456606155539950577933553022272439,3383197992976010311438951913705702327,2022-04-07,Quitado
3399837967036231194956866455582540727,3383197992976010311438951913705702327,2022-05-14,Quitado
4054258707224091423944062724936565687,4048714716552155778501155006265426871,2022-05-23,Quitado
4055843983527839341413747527327679415,4048714716552155778501155006265426871,2022-04-15,Quitado
4057428467549962113170290298272875447,4048714716552155778501155006265426871,2022-07-12,Quitado
4059013030800247397441803682505294775,4048714716552155778501155006265426871,2022-07-03,Quitado
4061396213928676469843361816304157623,4048714716552155778501155006265426871,2022-07-30,Quitado
4360082662883814853497954025739649975,4352159767404225905722522966620898231,2022-03-18,Quitado
4361686953946566192663234948096066487,4352159767404225905722522966620898231,2022-07-27,Quitado
4363266129681800507672205137394533303,4352159767404225905722522966620898231,2022-07-14,Quitado
4365627841978188215092141791681708983,4352159767404225905722522966620898231,2022-04-21,Quitado
4368023067787319453665816085237334967,4352159767404225905722522966620898231,2022-04-13,Quitado
4736426972172184851593522598843253687,4729283998724386325210931642170082231,2022-07-18,Quitado
4737999730426255514135657442451915703,4729283998724386325210931642170082231,2022-07-04,Quitado
4739584531361028343970460328102462391,4729283998724386325210931642170082231,2022-03-13,Quitado
4741169015383151116902442601791357879,4729283998724386325210931642170082231,2022-05-23,Quitado
4743547286365504306024644294058705847,4729283998724386325210931642170082231,2022-05-30,Quitado
5037482026273849684335895495414383543,5029558972337935707183423669401813943,2022-03-30,Inadimplente
5039068332543710283621356388447683511,5029558972337935707183423669401813943,2022-05-10,Quitado
5042252987764133652202024166744130487,5029558972337935707183423669401813943,2022-06-29,Quitado
5044613273953596102233098714431620023,5029558972337935707183423669401813943,2022-07-06,Inadimplente
5047007707481102198867928939254514615,5029558972337935707183423669401813943,2022-03-29,Inadimplente
5461351348846401146915744551497106359,5455013491986072569948674909203071927,2022-07-16,Quitado
5462937575888099230322608859550843831,5455013491986072569948674909203071927,2022-05-31,Quitado
5464521901453896977758808820209157047,5455013491986072569948674909203071927,2022-07-12,Quitado
5466106385476019749451738246417744823,5455013491986072569948674909203071927,2022-03-20,Quitado
5467690552585492465203084106131571639,5455013491986072569948674909203071927,2022-04-24,Quitado
5903455270706098091178345946610402231,5894730744678189813963254222423327671,2022-08-10,Quitado
5906616236705929696339146996468417463,5894730744678189813963254222423327671,2022-05-08,Quitado
5912951082896082726160780031118541751,5894730744678189813963254222423327671,2022-06-20,Quitado
5914536200743505612350090274098381751,5894730744678189813963254222423327671,2022-07-09,Quitado
5916912728706283485907779403118805943,5894730744678189813963254222423327671,2022-06-01,Quitado
6290872191074811618406968302080623543,6284533938073670468422323957385135031,2022-04-18,Quitado
6293249273634727091532138234314490807,6284533938073670468422323957385135031,2022-05-03,Quitado
6294832490006249632502923770070303671,6284533938073670468422323957385135031,2022-05-07,Quitado
6297209731022490137033443151374975927,6284533938073670468422323957385135031,2022-05-19,Quitado
6299614384982960572546221544443216823,6284533938073670468422323957385135031,2022-06-12,Quitado
6773371463102193889219581122529461175,6765447696112817286124236878052066231,2022-06-03,Quitado
6774955867896154147223789282567390135,6765447696112817286124236878052066231,2022-05-01,Quitado
6777343329345358992503502477289849783,6765447696112817286124236878052066231,2022-07-31,Quitado
6779711221438422807672817280864224183,6765447696112817286124236878052066231,2022-04-12,Quitado
6782086481750600451069342148016210871,6765447696112817286124236878052066231,2022-05-28,Quitado
7285184046065578767110635690299491255,7278053828351945035836801164142445495,2022-07-09,Quitado
7288367354407239394205244794972930999,7278053828351945035836801164142445495,2022-05-17,Quitado
7289961187352538849282539143437747127,7278053828351945035836801164142445495,2022-05-07,Quitado
7291541472282048368496679694652146615,7278053828351945035836801164142445495,2022-05-01,Quitado
7293108129967605429540744345518605239,7278053828351945035836801164142445495,2022-08-10,Quitado
7602888027009828590689902300779250615,7595759235403120116567927950831518647,2022-07-06,Quitado
7604473540998064047658498231357408183,7595759235403120116567927950831518647,2022-03-29,Quitado
7606059134214462020475572924407088055,7595759235403120116567927950831518647,2022-05-04,Quitado
7607643776692909820353496591139865527,7595759235403120116567927950831518647,2022-04-05,Quitado
7610019433145900039916456725155414967,7595759235403120116567927950831518647,2022-03-31,Quitado
8181256227893321225264667898274907063,8173331510165994452321893771670455223,2022-06-21,Quitado
8182839285808518743379061977615958967,8173331510165994452321893771670455223,2022-05-18,Quitado
8184424245199616602560787807652283319,8173331510165994452321893771670455223,2022-03-21,Quitado
8185217160650059358236473345676936119,8173331510165994452321893771670455223,2022-07-17,Quitado
8186801565444019614329184938872800183,8173331510165994452321893771670455223,2022-05-28,Quitado
8543328217530046619057339986606293943,8536197286762950260401451486062838711,2022-03-14,Quitado
8544912860008494421395073474813494199,8536197286762950260401451486062838711,2022-04-21,Quitado
8547289150286784752736492050482201527,8536197286762950260401451486062838711,2022-07-02,Quitado
8548875139643995293913856481278821303,8536197286762950260401451486062838711,2022-04-22,Quitado
8551251271465960597853907151585805239,8536197286762950260401451486062838711,2022-03-15,Quitado
9202505499682613222650312616556364727,9193791669456644374445578445708854199,2022-06-09,Quitado
9204090300617386051856300404235305911,9193791669456644374445578445708854199,2022-05-01,Quitado
9205674863867671342435949491530236855,9193791669456644374445578445708854199,2022-07-23,Quitado
9207259268661631596746361532194227127,9193791669456644374445578445708854199,2022-06-29,Quitado
9211235730138222523726051038332191671,9193791669456644374445578445708854199,2022-03-11,Quitado
9814939116689714040655548763070530487,9805434034804715234540259791392211895,2022-06-01,Quitado
9817318417638179909790960795125023671,9805434034804715234540259791392211895,2022-06-04,Quitado
9820490950949738598848279644570125239,9805434034804715234540259791392211895,2022-03-17,Quitado
9822863517504390759882643439008089015,9805434034804715234540259791392211895,2022-03-11,Inadimplente
9825239094729218461315488649335538615,9805434034804715234540259791392211895,2022-06-17,Quitado
10550968825675392250824450833322869687,10543058131332830500726127524787258295,2022-05-22,Quitado
10552553388925677534900339108741383095,10543058131332830500726127524787258295,2022-07-16,Quitado
10554137872947800308593711194432603063,10543058131332830500726127524787258295,2022-05-09,Quitado
10555727031431511423703701739052204983,10543058131332830500726127524787258295,2022-05-22,Quitado
10559697392339588752056084339919946679,10543058131332830500726127524787258295,2022-03-13,Quitado
11676046921352277720084324164554720183,11667332932669983843287301461882700727,2022-04-22,Quitado
11680800452646808551557652660470678455,11667332932669983843287301461882700727,2022-04-20,Quitado
11682384065159143664966455921580704695,11667332932669983843287301461882700727,2022-06-23,Quitado
11686364091903047736531674964596884407,11667332932669983843287301461882700727,2022-07-21,Quitado
11687930432675954742402582735388672951,11667332932669983843287301461882700727,2022-03-31,Quitado
12316210395239371052118907210271294391,12307495851959939577754564888891753399,2022-07-12,Quitado
12319385701536617739761790563880534967,12307495851959939577754564888891753399,2022-04-28,Quitado
12320964322674714456264440612164731831,12307495851959939577754564888891753399,2022-05-19,Quitado
12322548489784187172196774881903510455,12307495851959939577754564888891753399,2022-05-08,Inadimplente
12324925413887777615375480169357902775,12307495851959939577754564888891753399,2022-03-28,Inadimplente
13040354453740984357349384925749707703,13033224315255513136157732789169685431,2022-06-22,Quitado
13041939175447594672651041615097627575,13033224315255513136157732789169685431,2022-07-25,Inadimplente
13044317684114435402403683841928856503,13033224315255513136157732789169685431,2022-03-26,Quitado
13045900900485957947328629850515964855,13033224315255513136157732789169685431,2022-06-10,Quitado
13048284400527037074826783670724199351,13033224315255513136157732789169685431,2022-06-01,Quitado
13794607511614731022753122127249146807,13785893760616924688491281126542017463,2022-08-06,Quitado
13796190490301766022565420072131888055,13785893760616924688491281126542017463,2022-07-16,Quitado
13796984118805671408921764836615127991,13785893760616924688491281126542017463,2022-06-18,Quitado
