idAtividade,idAluno,Tipo,Data,Nota
107230642754440898570245077685037724242,22596107836524097838304558402556422723,Prova,2022-08-03,49
121871468461942102543206696777385527138,22596107836524097838304558402556422723,Prova,2022-08-03,66
299900536927455208742251442594946156957,289697572221800950052931034683871677759,Esportiva,2022-08-03,86
112273373902832730260255867388273221532,289697572221800950052931034683871677759,Trabalho de casa,2022-08-03,87
107801110230945920431163184371850806833,289697572221800950052931034683871677759,Laboratorial,2022-08-03,53
195576929048721227770526763099097116330,289697572221800950052931034683871677759,Prova,2022-08-03,100
185034790514491559633823441375960423154,289697572221800950052931034683871677759,Prova,2022-08-03,68
151914666418886336556955949582102790894,289697572221800950052931034683871677759,Laboratorial,2022-08-03,72
119735282508059281942342956574620859188,238788799385701105329177959200855427822,Laboratorial,2022-08-03,91
254694973766285442370774161015038645420,238788799385701105329177959200855427822,Prova,2022-08-03,87
153921217199484557233142322964156829607,238788799385701105329177959200855427822,Trabalho em grupo,2022-08-03,79
121027281742056639901784693253810555283,269317565539012157641204770469148564871,Esportiva,2022-08-03,94
285508731058769112754517075073752725446,269317565539012157641204770469148564871,Trabalho de casa,2022-08-03,70
24080937493386103811280607173499166915,269317565539012157641204770469148564871,Trabalho em grupo,2022-08-03,49
297117268239512645397422449277577841907,269317565539012157641204770469148564871,Trabalho em grupo,2022-08-03,90
334618299695382695958189050407559453526,229766325904044719514139702034715624094,Trabalho em grupo,2022-08-03,98
226464612612945348094847774829460263460,229766325904044719514139702034715624094,Trabalho em grupo,2022-08-03,71
248929186662787215677956454251223274794,229766325904044719514139702034715624094,Laboratorial,2022-08-03,93
323729398979450382531919436597549805660,85647477364999973519521191830520133735,Trabalho de casa,2022-08-03,45
263286017657425274415836917923349095516,331726216837562329750031166211118856320,Trabalho em grupo,2022-08-03,96
308083229594631424867819495650421332252,77741611403157494957392928196180641622,Laboratorial,2022-08-03,44
286568577410407143448799076801524148151,77741611403157494957392928196180641622,Esportiva,2022-08-03,82
161468066856634637216741003790709062158,77741611403157494957392928196180641622,Prova,2022-08-03,40
73513757274418744877787051698549443278,301089293440847194147062933558369189285,Trabalho em grupo,2022-08-03,87
318436407851861210099102794729085501619,301089293440847194147062933558369189285,Esportiva,2022-08-03,93
134790683388314585544294978644807302274,301089293440847194147062933558369189285,Trabalho em grupo,2022-08-03,94
78672591963907378834737239760909654520,301089293440847194147062933558369189285,Laboratorial,2022-08-03,75
333944585340874376200810932676196391180,301089293440847194147062933558369189285,Trabalho de casa,2022-08-03,76
286426826836850843687164644687828852416,243865357110241341460705745798182369504,Trabalho em grupo,2022-08-03,53
270302948426889934129094806745419349301,243865357110241341460705745798182369504,Prova,2022-08-03,86
66150037819796603011737271665764980973,243865357110241341460705745798182369504,Trabalho em grupo,2022-08-03,44
164593959636734387375537224115513548805,264768749849096810658495663671943569059,Trabalho de casa,2022-08-03,96
34588443201365660068143712836891069213,264768749849096810658495663671943569059,Trabalho de casa,2022-08-03,82
289825133736282439027454877573709965587,109112012951471772903771945315202275080,Trabalho em grupo,2022-08-03,93
189738249687955421905722062912995176426,109112012951471772903771945315202275080,Trabalho de casa,2022-08-03,96
283739014433612896584053461531763180168,180987161174389774718046425404856808613,Trabalho de casa,2022-08-03,98
77586225517534168125893867378608480312,180987161174389774718046425404856808613,Esportiva,2022-08-03,76
263637209969166470532308122456174950255,180987161174389774718046425404856808613,Laboratorial,2022-08-03,82
223314932243465072201639743157175027205,180987161174389774718046425404856808613,Trabalho em grupo,2022-08-03,73
41279320113361989633769512731548936270,180987161174389774718046425404856808613,Laboratorial,2022-08-03,60
125078138225363325268362261409568423385,180987161174389774718046425404856808613,Trabalho em grupo,2022-08-03,93
336855186790389889578516665904002597888,289935196901672666639807895803123512840,Laboratorial,2022-08-03,100
81628701930423563568860468100377469420,289935196901672666639807895803123512840,Esportiva,2022-08-03,80
101301341254575784322904834533312579535,289935196901672666639807895803123512840,Prova,2022-08-03,44
233878867303661866042300266701740026900,289935196901672666639807895803123512840,Esportiva,2022-08-03,88
218583926104667118657265903642451744841,289935196901672666639807895803123512840,Esportiva,2022-08-03,68
222606805207239983542439355970116989818,289935196901672666639807895803123512840,Esportiva,2022-08-03,76
145985100762645176708317875466923184223,40108935291922620446291727994122645412,Laboratorial,2022-08-03,44
185346454161315125614816836830087913501,40108935291922620446291727994122645412,Trabalho em grupo,2022-08-03,82
82026449477718668768962010243316012113,131063393299203206214735956146923073681,Trabalho de casa,2022-08-03,72
152921924888887757055302197116348049766,334628721774950596912419345679702877464,Laboratorial,2022-08-03,79
162723520776901002665769118458955272261,334628721774950596912419345679702877464,Esportiva,2022-08-03,88
275904108550164732498665154551041671100,42738057858753315244148708737831524710,Esportiva,2022-08-03,74
319156891653988245462082510134655254363,42738057858753315244148708737831524710,Prova,2022-08-03,88
17670890739399698312272447508828983600,42738057858753315244148708737831524710,Esportiva,2022-08-03,54
257224041739587150849226709551161676195,294137584990516046532256451829498958448,Esportiva,2022-08-03,97
303995888828308413210131570337167386777,294137584990516046532256451829498958448,Laboratorial,2022-08-03,56
94337304572542517846829398048143555476,294137584990516046532256451829498958448,Laboratorial,2022-08-03,62
57544977081314019878595162763218553001,294137584990516046532256451829498958448,Laboratorial,2022-08-03,60
130621964004061683241358054872494508817,294137584990516046532256451829498958448,Esportiva,2022-08-03,46
186676065489667521542817496200472939596,294137584990516046532256451829498958448,Esportiva,2022-08-03,79
195544316349938635284442967722494689574,79300361807355819184553300657348066703,Trabalho de casa,2022-08-03,85
259843162221212480016191890434004254956,79300361807355819184553300657348066703,Laboratorial,2022-08-03,57
153203925941775159180622212248501870296,79300361807355819184553300657348066703,Prova,2022-08-03,86
33181844556970607315693950897494565328,79300361807355819184553300657348066703,Laboratorial,2022-08-03,69
8449108866344766846934809224609859101,6304688554941178260507370937345349653,Trabalho de casa,2022-08-03,73
237331561289958443246667949298317049305,6304688554941178260507370937345349653,Laboratorial,2022-08-03,95
46840386400000947742009774586776003509,6304688554941178260507370937345349653,Laboratorial,2022-08-03,57
153964052643258629382969865316421758001,6304688554941178260507370937345349653,Prova,2022-08-03,69
290426668300327992241062260744201626496,48353935066078673358828911291605039930,Laboratorial,2022-08-03,44
248993945055129885174660643063371282574,48353935066078673358828911291605039930,Laboratorial,2022-08-03,71
43180045250867819088692921572548660858,48353935066078673358828911291605039930,Laboratorial,2022-08-03,79
153311081227435708505959862589891119828,48353935066078673358828911291605039930,Prova,2022-08-03,77
142716025327325248074238804207917330264,48353935066078673358828911291605039930,Laboratorial,2022-08-03,72
272154630220060362365125953535821501340,48353935066078673358828911291605039930,Trabalho de casa,2022-08-03,81
43879694540957890381509634350139735252,319737724378354379489265384760302907950,Laboratorial,2022-08-03,65
92268504556266385409261738056430034373,319737724378354379489265384760302907950,Laboratorial,2022-08-03,78
16192174465807680501773618266217807958,319737724378354379489265384760302907950,Trabalho em grupo,2022-08-03,67
31806509249617654190580915951169532359,305822143816454884219528471423998120443,Esportiva,2022-08-03,77
239240389427133630178450014656032292900,305822143816454884219528471423998120443,Trabalho em grupo,2022-08-03,97
276109803340217685763813417056402938837,305822143816454884219528471423998120443,Trabalho em grupo,2022-08-03,65
184764827715421854853783558923046974153,305822143816454884219528471423998120443,Esportiva,2022-08-03,90
132376055549641731125131548086425258076,305822143816454884219528471423998120443,Trabalho de casa,2022-08-03,64
172265321919689554350787505270029370139,39257844888375602430973937160763118285,Prova,2022-08-03,91
178429334772171731089911673855062044244,39257844888375602430973937160763118285,Laboratorial,2022-08-03,98
556698708544462113139688632186536858,321986979992903356656423751435241686084,Laboratorial,2022-08-03,52
319352068193845359549222169517827872111,321986979992903356656423751435241686084,Trabalho em grupo,2022-08-03,57
300963017985249149054418279191091877350,321986979992903356656423751435241686084,Laboratorial,2022-08-03,75
28797941013563354711550596552993616246,321986979992903356656423751435241686084,Prova,2022-08-03,66
37938732472583761174426202237530600944,321986979992903356656423751435241686084,Trabalho de casa,2022-08-03,97
313520853139659419148922157577959465036,321986979992903356656423751435241686084,Trabalho em grupo,2022-08-03,76
17710126684469626480703996869501212183,53097362541746749316743678168454662951,Esportiva,2022-08-03,56
235715571950730222557921569713494222132,199088241830009120648342399278234194563,Trabalho de casa,2022-08-03,41
331272130511769790906244212127319275732,322342435367568816007455297803700135291,Trabalho em grupo,2022-08-03,55
143333343954204050149657885837600951815,322342435367568816007455297803700135291,Laboratorial,2022-08-03,84
139129010495237624571653967689572656774,322342435367568816007455297803700135291,Laboratorial,2022-08-03,76
43538970689120815735965202792577750355,322342435367568816007455297803700135291,Prova,2022-08-03,58
2906670715657249111267251596929660896,322342435367568816007455297803700135291,Trabalho de casa,2022-08-03,76
42750320553586852241570569105363462600,287772860204317630159827872555913521052,Trabalho em grupo,2022-08-03,88
203039580988467087322200742882990442453,40145119357726128261146873597020340700,Trabalho de casa,2022-08-03,97
218851439500280940412027451548540188767,40145119357726128261146873597020340700,Esportiva,2022-08-03,42
245325617979032620522766043055443830883,40145119357726128261146873597020340700,Trabalho em grupo,2022-08-03,84
135345217025054755753242296546562430562,40145119357726128261146873597020340700,Laboratorial,2022-08-03,43
206127078117044020548671117089309635712,40145119357726128261146873597020340700,Laboratorial,2022-08-03,73
114731547975417890501557225785751665219,40145119357726128261146873597020340700,Prova,2022-08-03,65
202314673581356429089947127750260602901,90251698607642913318431187106511339269,Prova,2022-08-03,51
305889759103693485007886508688229132681,90251698607642913318431187106511339269,Prova,2022-08-03,97
126044966482009293852228260295360061815,90251698607642913318431187106511339269,Laboratorial,2022-08-03,66
104899505717733086278843164746460226322,90251698607642913318431187106511339269,Prova,2022-08-03,92
317647585603631596662839565888320066766,90251698607642913318431187106511339269,Prova,2022-08-03,76
186466643692120342226449980149313572202,90251698607642913318431187106511339269,Trabalho em grupo,2022-08-03,96
338608309247015473364545483238022264611,218645909593282423371336756999944900561,Laboratorial,2022-08-03,76
39005938622750200870764566829987536391,218645909593282423371336756999944900561,Trabalho em grupo,2022-08-03,61
67334139379322906378310633369400248284,218645909593282423371336756999944900561,Trabalho em grupo,2022-08-03,85
305334643743664981882466977904038115373,148209763485698327927658794514284659796,Trabalho de casa,2022-08-03,49
324236162851754176821988852969370108812,117374305249932547519980376294971057982,Esportiva,2022-08-03,88
3270734933911199230760637376779191728,117374305249932547519980376294971057982,Trabalho em grupo,2022-08-03,84
328523582793911803647627044193690557841,117374305249932547519980376294971057982,Laboratorial,2022-08-03,69
24610276978504813397740560080184694143,40003514843260427504948979859945349781,Esportiva,2022-08-03,63
244251226988022757009920116988830415270,245659129161461795624216732803027691861,Prova,2022-08-03,77
18264565210845998709352029739802522214,245659129161461795624216732803027691861,Prova,2022-08-03,67
336155259243058934396122960933508664756,245659129161461795624216732803027691861,Trabalho em grupo,2022-08-03,94
205099626555487423489703177794265908996,173599302863301450340614361435883170086,Trabalho de casa,2022-08-03,70
169200792794213343353562135818050326762,173599302863301450340614361435883170086,Laboratorial,2022-08-03,42
115501298862198052562605435687429823980,173599302863301450340614361435883170086,Trabalho de casa,2022-08-03,50
20690482283980160964264178356159344799,173599302863301450340614361435883170086,Trabalho de casa,2022-08-03,54
229715287868047108847798101563143265830,179011254153554947909947891000097782824,Prova,2022-08-03,53
107435184994287152387533940291790013819,179011254153554947909947891000097782824,Laboratorial,2022-08-03,66
15612975081231553225919393144708557309,179011254153554947909947891000097782824,Trabalho de casa,2022-08-03,62
117197350224796975859692504955537663731,179011254153554947909947891000097782824,Esportiva,2022-08-03,89
164089785879879953968872342070201380606,179011254153554947909947891000097782824,Trabalho de casa,2022-08-03,40
6450225003817068826673124820299479127,314331843438673422924954624967792018073,Esportiva,2022-08-03,66
127521717789935646831268510706382954879,314331843438673422924954624967792018073,Trabalho de casa,2022-08-03,54
55170312043697418554721413019454095366,314331843438673422924954624967792018073,Trabalho de casa,2022-08-03,75
235610291485649930888335661989140156447,252555631979511382582148358984390191337,Esportiva,2022-08-03,90
263553967078711767344657585486468667299,252555631979511382582148358984390191337,Trabalho em grupo,2022-08-03,73
61223944499658755480013933163454341402,112151695131937247517859431869236185812,Laboratorial,2022-08-03,67
246218696774619934512055760996196619040,112151695131937247517859431869236185812,Trabalho de casa,2022-08-03,57
299123941553405817239670124387167306524,112151695131937247517859431869236185812,Trabalho de casa,2022-08-03,84
197692559597004707121775754455454420713,112151695131937247517859431869236185812,Prova,2022-08-03,89
235636291117377980555038728766313797962,112151695131937247517859431869236185812,Esportiva,2022-08-03,65
8457834022777907987808928621476401821,307108667749555113136457010529411737790,Laboratorial,2022-08-03,73
210238279251718808876488056853395197722,307108667749555113136457010529411737790,Trabalho de casa,2022-08-03,40
334882375723895796040776524894138906193,307108667749555113136457010529411737790,Esportiva,2022-08-03,68
265896223070795684393374468413465817401,307108667749555113136457010529411737790,Laboratorial,2022-08-03,40
166608524935411750782386583770918921273,307108667749555113136457010529411737790,Trabalho de casa,2022-08-03,95
318162645517470745389032223310705423031,68628251985383762536617179926948497467,Laboratorial,2022-08-03,52
159313431506115327632379308090355474334,68628251985383762536617179926948497467,Laboratorial,2022-08-03,91
241407447084254526423536202119265179479,68628251985383762536617179926948497467,Trabalho em grupo,2022-08-03,73
235093816346762821657914839223245801706,68628251985383762536617179926948497467,Esportiva,2022-08-03,99
94381904456898074142700428954349572123,196076700178990003119989635025020028945,Trabalho de casa,2022-08-03,50
211634424000129477835470223481514082116,196076700178990003119989635025020028945,Laboratorial,2022-08-03,51
320692447549422849573290420399672240130,196076700178990003119989635025020028945,Trabalho de casa,2022-08-03,48
14567015348684594842979921307241385118,196076700178990003119989635025020028945,Trabalho de casa,2022-08-03,84
13105088471407231559614187466848906715,196076700178990003119989635025020028945,Esportiva,2022-08-03,48
199130977775845543589556361617252665857,224187075939255209088126492857166402186,Esportiva,2022-08-03,47
6956684983097778436003250224895634421,224187075939255209088126492857166402186,Trabalho de casa,2022-08-03,47
302397583109393606599663348698053735143,224187075939255209088126492857166402186,Trabalho de casa,2022-08-03,90
289345238455707824611915014196609815779,224187075939255209088126492857166402186,Laboratorial,2022-08-03,51
7624958794062604728937373657011553388,224187075939255209088126492857166402186,Trabalho em grupo,2022-08-03,92
99024270963689011078565295806885150239,224187075939255209088126492857166402186,Trabalho em grupo,2022-08-03,49
18759804004911300517164300700285794240,143499446485676501032036530239774071935,Esportiva,2022-08-03,47
76445724612309523053040949854318824230,143499446485676501032036530239774071935,Trabalho de casa,2022-08-03,88
250167116020344924471930542520554397874,143499446485676501032036530239774071935,Laboratorial,2022-08-03,62
66454884430456033823500302027740245655,143499446485676501032036530239774071935,Esportiva,2022-08-03,97
217114572705323441904362919974357106365,314873222612014817385849385251830227651,Prova,2022-08-03,83
14756951283437796001506119208448922707,314873222612014817385849385251830227651,Trabalho em grupo,2022-08-03,47
185163463170948663389185919343042445186,155747141746355157782323692474470020189,Prova,2022-08-03,80
202078505537099377030978190943617639191,317475863437373900450910929737414668405,Laboratorial,2022-08-03,82
22770775819806572130871628956682187234,317475863437373900450910929737414668405,Laboratorial,2022-08-03,96
136665176765415635174817600322037760619,317475863437373900450910929737414668405,Trabalho em grupo,2022-08-03,41
62058623446991717591808704374151660781,317475863437373900450910929737414668405,Trabalho em grupo,2022-08-03,84
328105681538264546199773454587005301855,206755792772423701161800408118410280176,Trabalho em grupo,2022-08-03,90
18898343383878715275878393879321388245,206755792772423701161800408118410280176,Esportiva,2022-08-03,45
145122206066413076633911178711537844988,206755792772423701161800408118410280176,Esportiva,2022-08-03,58
158281979023490426888696184255254966992,206755792772423701161800408118410280176,Prova,2022-08-03,43
182217531594358682074285464003602619523,206755792772423701161800408118410280176,Prova,2022-08-03,98
60393948833889905662364406853632981102,206755792772423701161800408118410280176,Trabalho em grupo,2022-08-03,95
315712027420405504914543758589320176757,232466882739907163571675653327304176750,Esportiva,2022-08-03,48
305322310306952126581301048468132590453,141471103490136960399940827264752754863,Laboratorial,2022-08-03,92
186539528165162987951685831684525956070,141471103490136960399940827264752754863,Esportiva,2022-08-03,86
178631321688078010031700047212821751139,141471103490136960399940827264752754863,Esportiva,2022-08-03,83
160123136575109627689112857907110410476,141471103490136960399940827264752754863,Trabalho em grupo,2022-08-03,73
202786757621419640183011309917830288749,141471103490136960399940827264752754863,Trabalho de casa,2022-08-03,65
86821040391417972917489995952148602036,141471103490136960399940827264752754863,Trabalho de casa,2022-08-03,89
5584841700888052718199022783622712901,21453522215124005739520950713986553302,Trabalho em grupo,2022-08-03,57
50082990357795077122868292859834182589,21453522215124005739520950713986553302,Trabalho de casa,2022-08-03,44
280898745221491621064881855838488520119,227518306827450560253033782947765549063,Esportiva,2022-08-03,90
331230224697166635912479814035628443915,227518306827450560253033782947765549063,Laboratorial,2022-08-03,83
73677998380945261186422227548668437438,227518306827450560253033782947765549063,Laboratorial,2022-08-03,89
39296469841529887400997878003809957743,160712163525991832327395317280747382979,Trabalho de casa,2022-08-03,70
230972943723688087223389477847729723647,160712163525991832327395317280747382979,Esportiva,2022-08-03,98
229303980684926688112475628870702421919,160712163525991832327395317280747382979,Trabalho em grupo,2022-08-03,65
162967880709529400379057666864396516611,160712163525991832327395317280747382979,Esportiva,2022-08-03,91
198229895001947452248053782895362999409,316404627181347415043136111977521542616,Prova,2022-08-03,97
159222640842760377136912306239084826234,316404627181347415043136111977521542616,Trabalho de casa,2022-08-03,65
253992667935678514250409236013064036521,145632969062603269694529811139311073996,Trabalho em grupo,2022-08-03,65
179546817117621140929752743896731683612,149707185559267050151521107027944871773,Trabalho de casa,2022-08-03,58
294307455252570799523788373302586247148,149707185559267050151521107027944871773,Trabalho em grupo,2022-08-03,79
208015985986722707517103562747880646913,149707185559267050151521107027944871773,Laboratorial,2022-08-03,51
219976324002709237195489055808879299605,149707185559267050151521107027944871773,Trabalho em grupo,2022-08-03,80
179365720219832773936506685753339693328,149707185559267050151521107027944871773,Esportiva,2022-08-03,63
