idOcorrencia,idAluno,Area,Tipo
297629250533737200579981489745101491064,199500160619852831049667359581758516739,Biblioteca,Grave
331181770386086573921631386582403108469,61971172106279391213889068958244772633,Laboratório,Moderada
146350945387834049075578339023912878825,61971172106279391213889068958244772633,Biblioteca,Notificação
197429616940686021817103056398356161890,61971172106279391213889068958244772633,Pátio,Notificação
105652677744387747787727149335712817656,61971172106279391213889068958244772633,Quadra de Esportes,Leve
291190120827564934810279709467278944078,61971172106279391213889068958244772633,Biblioteca,Moderada
277208682172213657668987769827439882918,61971172106279391213889068958244772633,Cantina,Leve
335300559607328872715191160156798127082,61971172106279391213889068958244772633,Laboratório,Leve
2842119638075477500740045924995195357,61971172106279391213889068958244772633,Laboratório,Moderada
170858396351512730721813809116152719729,61971172106279391213889068958244772633,Laboratório,Moderada
70596394800193322127926044972020941059,61971172106279391213889068958244772633,Sala de aula,Leve
80745497029000449390671054065936067313,279403617644652127120959332702533471966,Banheiros,Grave
27651445082686812253048443114518447864,279403617644652127120959332702533471966,Biblioteca,Grave
2209885711412406967852220193497328750,279403617644652127120959332702533471966,Cantina,Grave
247566648243741807792512457059405152992,279403617644652127120959332702533471966,Cantina,Leve
128200766775262247087658923030661463384,279403617644652127120959332702533471966,Laboratório,Grave
237135291677793735857964989607529037457,279403617644652127120959332702533471966,Banheiros,Notificação
266662555262277455379864936333503775061,279403617644652127120959332702533471966,Pátio,Notificação
153803831821674163310264494926175045023,279403617644652127120959332702533471966,Pátio,Moderada
55736112634756315629035691876251695423,279403617644652127120959332702533471966,Quadra de Esportes,Leve
304912319626732679530162099626877409317,279403617644652127120959332702533471966,Pátio,Notificação
230282658885545281593773630036914110808,301507587120689494707035034511923406020,Quadra de Esportes,Grave
100984152801294429524412814542560903733,301507587120689494707035034511923406020,Pátio,Notificação
7327796122537510690571245078565657832,301507587120689494707035034511923406020,Biblioteca,Notificação
44121071468830656926650278594011314071,301507587120689494707035034511923406020,Biblioteca,Leve
81044703373536418528860009302016404504,301507587120689494707035034511923406020,Banheiros,Grave
336885351503004501051301029328262659613,301507587120689494707035034511923406020,Banheiros,Notificação
22041578499356416066078584171209355219,301507587120689494707035034511923406020,Banheiros,Notificação
115995690372993718692960734136836081233,301507587120689494707035034511923406020,Quadra de Esportes,Leve
290006036552356827667820079250359230153,301507587120689494707035034511923406020,Laboratório,Grave
267832645945618938066054254503517230344,301507587120689494707035034511923406020,Sala de aula,Notificação
302584710197503485197725799551733554094,286719589961769300505599538417679711912,Quadra de Esportes,Notificação
22124650505674247504651885522914389936,286719589961769300505599538417679711912,Banheiros,Grave
302081888192415288690311606349764758444,286719589961769300505599538417679711912,Pátio,Notificação
332147907094651918951808834622793339524,286719589961769300505599538417679711912,Banheiros,Grave
258878941396405810847637268637918001410,286719589961769300505599538417679711912,Pátio,Moderada
281649389728941514131119000227247902657,286719589961769300505599538417679711912,Laboratório,Leve
14433735797168346371816940472281060837,286719589961769300505599538417679711912,Quadra de Esportes,Grave
144823589985222994797299483498847033942,286719589961769300505599538417679711912,Laboratório,Notificação
223630715102012422100217205140800431267,286719589961769300505599538417679711912,Pátio,Grave
292266725439507407089479826678372194235,286719589961769300505599538417679711912,Biblioteca,Notificação
185385216031085052125748224289645448384,212392505519370632722183082985161551499,Sala de aula,Grave
66626974351095829828870986746562902860,212392505519370632722183082985161551499,Laboratório,Moderada
293525476091937937971731085690955220442,212392505519370632722183082985161551499,Pátio,Leve
302040339299012267272825933912708943677,212392505519370632722183082985161551499,Laboratório,Moderada
230309182301365346159920555173249161179,212392505519370632722183082985161551499,Banheiros,Grave
199294991670036402953293940711171002586,212392505519370632722183082985161551499,Laboratório,Grave
233452194124611254122628505234752431624,212392505519370632722183082985161551499,Banheiros,Grave
154388549477111216505182574289819020474,212392505519370632722183082985161551499,Sala de aula,Moderada
62390825610214417776202778961365672797,212392505519370632722183082985161551499,Banheiros,Notificação
139116688496280813469472316735019262213,212392505519370632722183082985161551499,Pátio,Notificação
129309364144200513004740834289102061638,281442929394605503603653411085311943050,Laboratório,Leve
48018670835126663617590650502463692415,281442929394605503603653411085311943050,Quadra de Esportes,Moderada
113945993667153327368670294603345233603,281442929394605503603653411085311943050,Pátio,Leve
85191142925307397655214000851625271588,281442929394605503603653411085311943050,Biblioteca,Notificação
110495914852622245469941423243638305245,281442929394605503603653411085311943050,Quadra de Esportes,Moderada
55600745052312118809706588476363255684,281442929394605503603653411085311943050,Sala de aula,Grave
39476106009566258634467239171271482497,281442929394605503603653411085311943050,Cantina,Grave
239648116883027538061622824537531433818,281442929394605503603653411085311943050,Banheiros,Grave
22341202884193048112240081740576843512,281442929394605503603653411085311943050,Pátio,Grave
65599395585712822708977519391988613930,281442929394605503603653411085311943050,Banheiros,Grave
141544126754857314329542371162657339094,91501646832416728821101741273857853509,Pátio,Grave
335412150865689182375769198475553341802,91501646832416728821101741273857853509,Quadra de Esportes,Notificação
114623089671224736946439320856221974770,91501646832416728821101741273857853509,Cantina,Moderada
52209484374529779241914354488451887518,91501646832416728821101741273857853509,Pátio,Moderada
172460387170625432774769466427671291380,91501646832416728821101741273857853509,Laboratório,Leve
240490242288475591419047481255453697939,91501646832416728821101741273857853509,Pátio,Moderada
256848010272153475522592661137089018529,91501646832416728821101741273857853509,Quadra de Esportes,Leve
215978405186193177839266584934858330829,91501646832416728821101741273857853509,Laboratório,Notificação
279964757003123546057726374587204087803,91501646832416728821101741273857853509,Cantina,Notificação
323416606029172708640630337259625903757,91501646832416728821101741273857853509,Biblioteca,Notificação
134735254703537412095750088620043736710,177541773665206218050341548549923579912,Quadra de Esportes,Moderada
85738362512114361847455336538061242250,177541773665206218050341548549923579912,Cantina,Leve
6883750821628743304420376383934434729,177541773665206218050341548549923579912,Quadra de Esportes,Leve
302925635039363130944576961794805066392,177541773665206218050341548549923579912,Banheiros,Notificação
310710320029587278512774379137010611496,177541773665206218050341548549923579912,Laboratório,Notificação
88455085360604641564797532475144217521,177541773665206218050341548549923579912,Pátio,Notificação
37448546547405323274897237294987533347,177541773665206218050341548549923579912,Sala de aula,Notificação
122687086040215285665154294923645805430,177541773665206218050341548549923579912,Quadra de Esportes,Moderada
203959270514516306595871195923725423045,177541773665206218050341548549923579912,Banheiros,Notificação
104145325143823643984482577102262227090,177541773665206218050341548549923579912,Sala de aula,Grave
40890423792575241522708486820599009638,30607255133920631080552518806239042703,Pátio,Leve
47542133170350689684299176935718583424,30607255133920631080552518806239042703,Quadra de Esportes,Leve
119143776239367978874668590042484403639,30607255133920631080552518806239042703,Laboratório,Moderada
254200119387244009713907901392820659970,30607255133920631080552518806239042703,Banheiros,Leve
36115680096546200010089737422477385296,30607255133920631080552518806239042703,Biblioteca,Moderada
166108179573557107745880489667580169061,30607255133920631080552518806239042703,Cantina,Moderada
252407829536817951193618186411349738525,30607255133920631080552518806239042703,Cantina,Moderada
264753525341752375036513410158557660727,30607255133920631080552518806239042703,Sala de aula,Grave
305212566214969834849212473700137465369,30607255133920631080552518806239042703,Biblioteca,Leve
175173373811791603004774432466912526888,30607255133920631080552518806239042703,Cantina,Moderada
276167292165577403728416403941897692171,191814561632795558346984214358660121595,Laboratório,Notificação
266660592722832839752173083725076960070,191814561632795558346984214358660121595,Banheiros,Leve
29701077598448100991074053826532758076,191814561632795558346984214358660121595,Sala de aula,Moderada
183723366561003468989595106646327552663,191814561632795558346984214358660121595,Cantina,Leve
168430964293255610950377732622155334994,191814561632795558346984214358660121595,Pátio,Grave
114413161387014767511336856461579838970,191814561632795558346984214358660121595,Cantina,Notificação
11180701037137065523536746710436282611,191814561632795558346984214358660121595,Cantina,Moderada
173289957888366373250176775233414461282,191814561632795558346984214358660121595,Pátio,Leve
261179545156489682909727269633592351586,191814561632795558346984214358660121595,Laboratório,Leve
220333519546392269365530686073173338954,191814561632795558346984214358660121595,Cantina,Notificação
263916943027915039505968361437061379815,114359697725785469296274470835281501985,Banheiros,Notificação
340034060194499654733640339956546421078,114359697725785469296274470835281501985,Pátio,Leve
214551836623608127180332469020656802117,114359697725785469296274470835281501985,Biblioteca,Moderada
286302701088448554892451280359278934218,114359697725785469296274470835281501985,Pátio,Grave
61307264538485902740557638490257501438,114359697725785469296274470835281501985,Pátio,Leve
90765399276145648552667432486490180492,114359697725785469296274470835281501985,Pátio,Moderada
18677196637276001797276369334669119296,114359697725785469296274470835281501985,Quadra de Esportes,Leve
332054105723858726167438825156866763627,114359697725785469296274470835281501985,Laboratório,Leve
300491967154564927355150730955833042199,114359697725785469296274470835281501985,Cantina,Moderada
316085028560896128977174520180957467425,114359697725785469296274470835281501985,Sala de aula,Notificação
80624948986251674422824420340921851746,247977055074586454547260151090142419536,Quadra de Esportes,Notificação
222112246759394609112208272476450932620,247977055074586454547260151090142419536,Cantina,Notificação
304816526664415205728071081243058412983,247977055074586454547260151090142419536,Banheiros,Leve
153860916465915579876084720769281306500,247977055074586454547260151090142419536,Biblioteca,Notificação
45243802082246110910821296003264636758,247977055074586454547260151090142419536,Cantina,Moderada
104935234843182228556460666810340349703,247977055074586454547260151090142419536,Biblioteca,Grave
54974202978478427039235160279033773180,247977055074586454547260151090142419536,Biblioteca,Notificação
156966121332989690316939596760331718569,247977055074586454547260151090142419536,Biblioteca,Notificação
38147177207159694558883708324177941623,247977055074586454547260151090142419536,Pátio,Leve
102701889320870916303132707706933172005,247977055074586454547260151090142419536,Banheiros,Moderada
180705799502814014695804829030705278896,263095889399138844431209266382581601738,Pátio,Notificação
130175578064760752668916559210530938534,263095889399138844431209266382581601738,Banheiros,Grave
252539070085677024694713196972687587910,263095889399138844431209266382581601738,Laboratório,Moderada
246855506516551853005236791401831051306,263095889399138844431209266382581601738,Laboratório,Notificação
332616962784802163645161437817421667152,263095889399138844431209266382581601738,Laboratório,Leve
307374538010087779945205881954656445324,263095889399138844431209266382581601738,Quadra de Esportes,Moderada
275815223014234347644260030587309195067,263095889399138844431209266382581601738,Quadra de Esportes,Notificação
68276124530756880496400234650188093635,263095889399138844431209266382581601738,Sala de aula,Moderada
314397933471727132170254076587214030013,263095889399138844431209266382581601738,Pátio,Notificação
55380450409654150039889578370354355427,263095889399138844431209266382581601738,Sala de aula,Grave
206893911722018496695911273193638403783,232789468398806328616437191722522213459,Banheiros,Notificação
224877162658645538643902300592616882666,232789468398806328616437191722522213459,Sala de aula,Notificação
329274601937885279890180835122202983588,232789468398806328616437191722522213459,Sala de aula,Leve
22017013558751401102732320991801221058,232789468398806328616437191722522213459,Pátio,Notificação
254275097618360400630221363528086548415,232789468398806328616437191722522213459,Cantina,Notificação
333123506665867962282927292114020859189,232789468398806328616437191722522213459,Pátio,Notificação
281574833389805846116611251401488034442,232789468398806328616437191722522213459,Laboratório,Moderada
324726980846937757812580093489827976833,232789468398806328616437191722522213459,Banheiros,Notificação
258829028454373021112387709069918411122,232789468398806328616437191722522213459,Biblioteca,Notificação
291871115228791747089530687575733247337,232789468398806328616437191722522213459,Cantina,Leve
99531182463588499844143261255315009215,67001710249027788188220293356628723771,Biblioteca,Notificação
96830164947952790398874148684488753888,67001710249027788188220293356628723771,Banheiros,Leve
177030448602730958115926185863017122712,67001710249027788188220293356628723771,Quadra de Esportes,Notificação
251265334178876530672191577538278202249,67001710249027788188220293356628723771,Sala de aula,Leve
100839349701267313483011960161677971877,67001710249027788188220293356628723771,Quadra de Esportes,Moderada
317598193895008375860031300632011138425,67001710249027788188220293356628723771,Pátio,Notificação
194918816040783607295293876277213343851,67001710249027788188220293356628723771,Pátio,Notificação
55802451178881090932271350218674897784,67001710249027788188220293356628723771,Biblioteca,Moderada
162371663155578470482464319396258968837,67001710249027788188220293356628723771,Sala de aula,Moderada
338299734097131058619988471000537408192,67001710249027788188220293356628723771,Biblioteca,Notificação
161870051260291938092891382818219446138,45862678538286309950549208645433187716,Biblioteca,Notificação
123592752970733385538459994411522391523,45862678538286309950549208645433187716,Biblioteca,Notificação
271560440486560668609463000044515276128,45862678538286309950549208645433187716,Laboratório,Moderada
144657177743850253313098068183967887496,45862678538286309950549208645433187716,Banheiros,Leve
168949201108358078398678303386441001321,45862678538286309950549208645433187716,Pátio,Moderada
195174552542221984101389274241531252090,45862678538286309950549208645433187716,Quadra de Esportes,Moderada
16007430228959134219988737623672007694,45862678538286309950549208645433187716,Quadra de Esportes,Leve
330866230388778883126742723005790174591,45862678538286309950549208645433187716,Sala de aula,Leve
320177867543693214320447170287079608134,45862678538286309950549208645433187716,Quadra de Esportes,Leve
153821723680069280787259034047777600528,45862678538286309950549208645433187716,Sala de aula,Grave
39069919057161796216238213798275346386,275592957281355824925617585585022754757,Quadra de Esportes,Leve
317488661566939971133050927930780713788,275592957281355824925617585585022754757,Biblioteca,Leve
228053385951892235688349253946868540267,275592957281355824925617585585022754757,Banheiros,Moderada
325470152483993735667035359613300192582,275592957281355824925617585585022754757,Biblioteca,Leve
203292347889552552078297328908208918970,275592957281355824925617585585022754757,Pátio,Leve
147653057706616159315045988405754072807,275592957281355824925617585585022754757,Laboratório,Leve
224450601701358434939389134198032683573,275592957281355824925617585585022754757,Banheiros,Grave
260839746941065463119131217448979716768,275592957281355824925617585585022754757,Biblioteca,Moderada
249740361472340639683839307789338931289,275592957281355824925617585585022754757,Laboratório,Grave
192127708343245534189256847222949420016,275592957281355824925617585585022754757,Quadra de Esportes,Grave
155968884114532616255707940861615305993,11277304257851274451936969563501857098,Laboratório,Moderada
268864403159299195953669166992052088423,11277304257851274451936969563501857098,Pátio,Leve
147538828843069165220849365629944276057,11277304257851274451936969563501857098,Quadra de Esportes,Moderada
95010934915606560480368046102554629314,11277304257851274451936969563501857098,Cantina,Leve
241835517962895090565694463449251351829,11277304257851274451936969563501857098,Quadra de Esportes,Leve
176250720627801326548979970234941364025,11277304257851274451936969563501857098,Banheiros,Grave
271521377499029733163673017167359293785,11277304257851274451936969563501857098,Laboratório,Notificação
38739288199868233064200959272030499694,11277304257851274451936969563501857098,Sala de aula,Notificação
319260882604794605063199062933039104942,11277304257851274451936969563501857098,Banheiros,Notificação
224891423601280044866524986191550947856,11277304257851274451936969563501857098,Banheiros,Moderada
212553554035508856170791869816164050551,22596107836524097838304558402556422723,Banheiros,Notificação
169236835037574168230039912405811986761,22596107836524097838304558402556422723,Banheiros,Leve
83937925067241919296718282138319670567,22596107836524097838304558402556422723,Sala de aula,Leve
171319249070560931873404342538009126768,22596107836524097838304558402556422723,Cantina,Grave
235663921219571134990419211332266445371,22596107836524097838304558402556422723,Biblioteca,Notificação
284082183763455950402721471848834436458,22596107836524097838304558402556422723,Sala de aula,Moderada
34563415011729935908348716243850429471,22596107836524097838304558402556422723,Laboratório,Notificação
251956374480369760120194758604721863933,22596107836524097838304558402556422723,Cantina,Leve
125520502356953210974858955936907976420,22596107836524097838304558402556422723,Banheiros,Grave
50863913029058181471782561300944284468,22596107836524097838304558402556422723,Pátio,Moderada
322086231863455090450691531317844154714,289697572221800950052931034683871677759,Quadra de Esportes,Grave
202094115508989482732768337611832262414,289697572221800950052931034683871677759,Quadra de Esportes,Leve
328183875288215209046628274651382333434,289697572221800950052931034683871677759,Quadra de Esportes,Moderada
4014325086512363623004546832339010623,289697572221800950052931034683871677759,Banheiros,Notificação
29356198675087509022835681546365932913,289697572221800950052931034683871677759,Pátio,Leve
94719754856466132355055564101870039059,289697572221800950052931034683871677759,Pátio,Moderada
319310994616630898594142266757161761238,289697572221800950052931034683871677759,Quadra de Esportes,Notificação
225450237468333011023950074291662685983,289697572221800950052931034683871677759,Pátio,Moderada
201922810144257062656724663172877708591,289697572221800950052931034683871677759,Pátio,Grave
236065672450664791382194899410044886504,289697572221800950052931034683871677759,Banheiros,Grave
337351062781260904073098201146887259810,238788799385701105329177959200855427822,Laboratório,Moderada
28164917687811244666900788175178395201,238788799385701105329177959200855427822,Biblioteca,Leve
277663560394883477061823203505337931893,238788799385701105329177959200855427822,Biblioteca,Moderada
251208290436687797028586069835108549695,238788799385701105329177959200855427822,Cantina,Moderada
73659463647887752233979817712283607696,238788799385701105329177959200855427822,Cantina,Grave
285960204672145241963110410024631692115,238788799385701105329177959200855427822,Pátio,Grave
235854320703799707836541042638243984744,238788799385701105329177959200855427822,Laboratório,Grave
107864288296200235848091508961144629747,238788799385701105329177959200855427822,Cantina,Leve
241800218043427827526379754194672859044,238788799385701105329177959200855427822,Laboratório,Notificação
220407837696446922468665309898809430960,238788799385701105329177959200855427822,Banheiros,Notificação
313072965368454811876268295715757295113,269317565539012157641204770469148564871,Biblioteca,Moderada
251154384816586982898153151799798990586,269317565539012157641204770469148564871,Laboratório,Moderada
46347259295740083040333809630683977990,269317565539012157641204770469148564871,Biblioteca,Grave
157606324871515037825193151074860479961,269317565539012157641204770469148564871,Laboratório,Moderada
339725992038041613966925540256364192821,269317565539012157641204770469148564871,Biblioteca,Notificação
7665135816879205962941782217481012089,269317565539012157641204770469148564871,Banheiros,Grave
