idFinanceiro,idAluno
285906951536126949953586324174905162832,117770087631819597198029501530027490251
191883415094415277863753441240013988027,117770087631819597198029501530027490251
95320922684554112676500252145137016823,53038649583077322766521146309155573557
285292842485515689942376781584174658356,53038649583077322766521146309155573557
128943523869627355458741172511569499981,53038649583077322766521146309155573557
325743615591167923905224037479902248067,53038649583077322766521146309155573557
299520219850997039342429265138713856376,199500160619852831049667359581758516739
266503573608187319891223378547448804624,199500160619852831049667359581758516739
72685059587583063369202947729085548331,199500160619852831049667359581758516739
31473849517655702942815688221134141562,199500160619852831049667359581758516739
100085401655302949888361516561792000036,61971172106279391213889068958244772633
245729192217379043346573293344745758832,61971172106279391213889068958244772633
44932404439433842849146989895400057715,61971172106279391213889068958244772633
315405229553222947848572727459727467370,61971172106279391213889068958244772633
117481608045411603243776254782576243152,279403617644652127120959332702533471966
57048406189737825719468343090361157560,279403617644652127120959332702533471966
205216163313751695280339318716707209308,279403617644652127120959332702533471966
123187057064001201093908751591031128390,279403617644652127120959332702533471966
14846992176778029325562554466618874270,301507587120689494707035034511923406020
268353379025044668915348347869122167838,301507587120689494707035034511923406020
330801162055403811808597395540518643922,301507587120689494707035034511923406020
218011182344182031265699475772945184507,301507587120689494707035034511923406020
146068819437392955530237511410003163729,286719589961769300505599538417679711912
29055970482561929535740890697873717829,286719589961769300505599538417679711912
133667501854616070276538524964679441109,286719589961769300505599538417679711912
9863534764050372139368200594001880299,286719589961769300505599538417679711912
202639249749429745743561947106600422257,212392505519370632722183082985161551499
141745095346857952156926378491246733423,212392505519370632722183082985161551499
2954063509571933766857704111520357007,212392505519370632722183082985161551499
314884407199707808349384566070004195635,212392505519370632722183082985161551499
989738163008236241931403460023896778,281442929394605503603653411085311943050
13882670835559637750634570100444985879,281442929394605503603653411085311943050
34920824459148612087558746430911526958,281442929394605503603653411085311943050
295957714848085027404414708406363073367,281442929394605503603653411085311943050
100806364405589576608385662079493254165,91501646832416728821101741273857853509
201716789742977329895851279174011991129,91501646832416728821101741273857853509
327871225505284723267565215315971888423,91501646832416728821101741273857853509
123608059215193032600581177422413299625,91501646832416728821101741273857853509
142265386941497339453138914589007138588,177541773665206218050341548549923579912
285959147089400074560567875960606841195,177541773665206218050341548549923579912
21380388125955388474052955576394110115,177541773665206218050341548549923579912
204496987860658157605009494337089742401,177541773665206218050341548549923579912
6788341219801413671251826082521839746,30607255133920631080552518806239042703
198512506665771987406010576847611603631,30607255133920631080552518806239042703
9680906522017810043917796892768866394,30607255133920631080552518806239042703
209509182934079605654624783030756593139,30607255133920631080552518806239042703
82371414053583473944228795817618939077,191814561632795558346984214358660121595
168769863869680319896922927390398360849,191814561632795558346984214358660121595
87556050587384153226418586702001223818,191814561632795558346984214358660121595
199866674890300117939572231244716702173,191814561632795558346984214358660121595
32207449936121904098292700465601886193,114359697725785469296274470835281501985
202535629134231283743790639534061137098,114359697725785469296274470835281501985
262352989580842384032351316875338740259,114359697725785469296274470835281501985
75664479096036592661448836393650803549,114359697725785469296274470835281501985
296016633997006534597232659890223078523,247977055074586454547260151090142419536
312945939329637587113428400716403853245,247977055074586454547260151090142419536
161894213854919660471045089835429182520,247977055074586454547260151090142419536
246091162670887250523517962126658499147,247977055074586454547260151090142419536
60390191247485574103732756238604748,263095889399138844431209266382581601738
278201612643979703485911819636773908770,263095889399138844431209266382581601738
314039883980500676995361730501361396926,263095889399138844431209266382581601738
211620964342673760957396629292752647749,263095889399138844431209266382581601738
47104605043367637008858363048619555629,232789468398806328616437191722522213459
186042259950938903094664612744117978475,232789468398806328616437191722522213459
302759421275561713672913265824331703448,232789468398806328616437191722522213459
206988934304711009894023580758499639757,232789468398806328616437191722522213459
42058480918922701177312341268860335030,67001710249027788188220293356628723771
32966243100522554861826660662815887667,67001710249027788188220293356628723771
281093646923588304505408811872182581850,67001710249027788188220293356628723771
167070019425414137532586401092737703743,67001710249027788188220293356628723771
19521977954603087693108348167151547105,45862678538286309950549208645433187716
321801417293303496156833050798330763911,45862678538286309950549208645433187716
281002999905279268549319082623647368458,45862678538286309950549208645433187716
79070199828802687749953998737117285804,45862678538286309950549208645433187716
27907556285206560473067553001762274472,275592957281355824925617585585022754757
105412963508308170817256997425976676925,275592957281355824925617585585022754757
288418031668376621171872368313331435957,275592957281355824925617585585022754757
45941234409372894970630211441691255753,275592957281355824925617585585022754757
191021972076986816696722414824450862201,11277304257851274451936969563501857098
242843423360041396045722336154272890798,11277304257851274451936969563501857098
184525745477263955912117604804149641859,11277304257851274451936969563501857098
48185686827773784336721478263749658107,11277304257851274451936969563501857098
274128653857607067455245041446137847805,22596107836524097838304558402556422723
248876604295023808685767442088627114526,22596107836524097838304558402556422723
22588394079804974040687969828422462827,22596107836524097838304558402556422723
330997718888926767973724477364296260343,22596107836524097838304558402556422723
208238345488669030547212469808443692995,289697572221800950052931034683871677759
230732960461589660451686546864423306112,289697572221800950052931034683871677759
30983808809052907298070795922762885267,289697572221800950052931034683871677759
79266726020489187085082033975870817466,289697572221800950052931034683871677759
179597417037943002908451655996967727607,238788799385701105329177959200855427822
326253564359067731016848425129475453363,238788799385701105329177959200855427822
100061102374119379330944924670265051053,238788799385701105329177959200855427822
38204769448472031955039219747289476543,238788799385701105329177959200855427822
138921730809964569104103480643026656347,269317565539012157641204770469148564871
168796230466461043314620108734821042952,269317565539012157641204770469148564871
281141081891211567757966962401540280689,269317565539012157641204770469148564871
307122241573644629248959364440550925492,269317565539012157641204770469148564871
257331401624870134287987282740049004064,229766325904044719514139702034715624094
25971885941579729399979528286114825875,229766325904044719514139702034715624094
141349361033834460631940765034672583758,229766325904044719514139702034715624094
302958554707407513166254844361623395128,229766325904044719514139702034715624094
229183700452909484708101828650193864808,85647477364999973519521191830520133735
73003835087763309532902767531155412508,85647477364999973519521191830520133735
213951615817779951865583597680570991410,85647477364999973519521191830520133735
172131112504191526983498381884799724191,85647477364999973519521191830520133735
56779464344985943557351271677067073791,331726216837562329750031166211118856320
69271750177712170170273211831249193716,331726216837562329750031166211118856320
275879894028238012836687028322178514830,331726216837562329750031166211118856320
220479651731704187094097305252401949437,331726216837562329750031166211118856320
119886812944865713081457983054143516692,77741611403157494957392928196180641622
14351052146438338591382732042875573659,77741611403157494957392928196180641622
25386683760451534405369583505096443450,77741611403157494957392928196180641622
121993816945521343749012178537100491256,77741611403157494957392928196180641622
83727465982644034300094225203861782845,301089293440847194147062933558369189285
75063911869348624829320259418669643367,301089293440847194147062933558369189285
88447542563611693818007435800245408480,301089293440847194147062933558369189285
325706317363477674132394200813496128702,301089293440847194147062933558369189285
85526784170617838323605744990495100801,243865357110241341460705745798182369504
214518101337726779555968052667947880332,243865357110241341460705745798182369504
313669838765690505532856640937192061121,243865357110241341460705745798182369504
48530885536253778873547039901377770886,243865357110241341460705745798182369504
288298552555245577990853483100826228759,264768749849096810658495663671943569059
201495485680528416301593963884751414042,264768749849096810658495663671943569059
22736417076142000282574612036548895437,264768749849096810658495663671943569059
324815358054803400766792757207133761469,264768749849096810658495663671943569059
314310596991536885018998324923876457219,109112012951471772903771945315202275080
6508096553653449494234389444608298730,109112012951471772903771945315202275080
32053006534016867821218038841765309915,109112012951471772903771945315202275080
254353540344206888427409631578578734028,109112012951471772903771945315202275080
270343707468493832892553502891097300047,180987161174389774718046425404856808613
304073772026895735687755585064122427264,180987161174389774718046425404856808613
218468532778596053981476797412227100878,180987161174389774718046425404856808613
289773654896760805863528764141132919447,180987161174389774718046425404856808613
255308378621893595906325570228093834127,289935196901672666639807895803123512840
256453091364752167735768169912080638816,289935196901672666639807895803123512840
337192249065030822239277328382564195471,289935196901672666639807895803123512840
287488997935453181702925726036132158112,289935196901672666639807895803123512840
146736887252601249869424625095198010793,40108935291922620446291727994122645412
334053545125083760519729480215061232005,40108935291922620446291727994122645412
294186462780960344957539704691378949959,40108935291922620446291727994122645412
212966929772045577596314876722080335404,40108935291922620446291727994122645412
46455065239765718084882466402785977705,131063393299203206214735956146923073681
102758205525995961975586201019870351067,131063393299203206214735956146923073681
26232380097749460754772212092147281921,131063393299203206214735956146923073681
156773442880812109899476531315955829789,131063393299203206214735956146923073681
139965406172674551316003794121321312489,334628721774950596912419345679702877464
68941875625831916085344541585274564839,334628721774950596912419345679702877464
50552941735305242157459971267521988653,334628721774950596912419345679702877464
191468234476118316650806187247757177898,334628721774950596912419345679702877464
264171239828864952225010045235633490916,42738057858753315244148708737831524710
296350839396178984801011005514190070137,42738057858753315244148708737831524710
83629087032413488974126858131009588359,42738057858753315244148708737831524710
141629729133496799608370163696939178460,42738057858753315244148708737831524710
328008739344882501682359195203123749011,294137584990516046532256451829498958448
177246221638879771138169037269354450827,294137584990516046532256451829498958448
8760760434687639101203874130293541559,294137584990516046532256451829498958448
251273112284683600514453631470838845093,294137584990516046532256451829498958448
271486973719668671829770882868311396070,79300361807355819184553300657348066703
124758784537875768041159449624501435515,79300361807355819184553300657348066703
258388933006240550901368235640772271732,79300361807355819184553300657348066703
18354183696244442686993622343460202152,79300361807355819184553300657348066703
298196572415158740024125998774337563600,6304688554941178260507370937345349653
310622998061695560952961239112767694279,6304688554941178260507370937345349653
147504018099365798532341553037504862960,6304688554941178260507370937345349653
7040329840469903281967926622890894565,6304688554941178260507370937345349653
338240640661104921907611280787654353962,48353935066078673358828911291605039930
340191497424997615517852621083704176874,48353935066078673358828911291605039930
26644836303457726002579911665686143202,48353935066078673358828911291605039930
216260918526667579177394262963681423799,48353935066078673358828911291605039930
118604768107309771782893695035707526374,319737724378354379489265384760302907950
108688069967526953081290390729908758774,319737724378354379489265384760302907950
268934093704360553913873466754476507096,319737724378354379489265384760302907950
15875453132414205348790164840328816675,319737724378354379489265384760302907950
226397472877557230958994738141204180684,305822143816454884219528471423998120443
159596914314650019719411753741111018975,305822143816454884219528471423998120443
37460801793404965582400521551593226053,305822143816454884219528471423998120443
218925620300194300034524716733581268003,305822143816454884219528471423998120443
110602478332223102877730729900378218022,39257844888375602430973937160763118285
322510763590850309305659822138518052817,39257844888375602430973937160763118285
311141347751481763563320786351054970236,39257844888375602430973937160763118285
117850193387752948180264608773039525521,39257844888375602430973937160763118285
22181529532544540272979938245630883879,321986979992903356656423751435241686084
109640507010335992292807337309951945225,321986979992903356656423751435241686084
140746402109826792063471607641798227530,321986979992903356656423751435241686084
206953765855632879194277455338032663109,321986979992903356656423751435241686084
265882234836598270746127435453704751576,53097362541746749316743678168454662951
55318538467434016470644710407975249435,53097362541746749316743678168454662951
167086682684379337921085165827738569594,53097362541746749316743678168454662951
326947469737435392636799498186757709964,53097362541746749316743678168454662951
94057428964306884766262003000280659498,199088241830009120648342399278234194563
268652176578244292465645474986003621153,199088241830009120648342399278234194563
39313187214308189545924299843260739464,199088241830009120648342399278234194563
90657549447170977165492232967687696439,199088241830009120648342399278234194563
291267279234956763343102285153635582135,322342435367568816007455297803700135291
243025043020437334162624231407392817600,322342435367568816007455297803700135291
224690255373725238037178019512107009678,322342435367568816007455297803700135291
201519505457150861964753954606224892854,322342435367568816007455297803700135291
23786224173964150578928010132383890842,287772860204317630159827872555913521052
69472708357847634123538292937464460395,287772860204317630159827872555913521052
49791966842293387079877479996232431018,287772860204317630159827872555913521052
259820804301619878343721266219980763651,287772860204317630159827872555913521052
99691103916265797530968876813424081321,40145119357726128261146873597020340700
127236258484717820684397497288664234516,40145119357726128261146873597020340700
42101906131115588862256509438473082069,40145119357726128261146873597020340700
258774426357075730103535131931116048392,40145119357726128261146873597020340700
150177520651229841522345022286334055257,90251698607642913318431187106511339269
52458783312271472401123336503089126160,90251698607642913318431187106511339269
333380202206426718440030726559535358539,90251698607642913318431187106511339269
93908580655556093767743481413113112115,90251698607642913318431187106511339269
158668905307787801449666785267864368975,218645909593282423371336756999944900561
47708372731351202893736919136222622344,218645909593282423371336756999944900561
313642164620772669231670328330202016743,218645909593282423371336756999944900561
36565223138267528436354568790890392614,218645909593282423371336756999944900561
302008486668488559907799770273616735425,148209763485698327927658794514284659796
71353812298994783564700255515556472000,148209763485698327927658794514284659796
281924411050125351059932921108087330902,148209763485698327927658794514284659796
253593794977392281035441510133328695800,148209763485698327927658794514284659796
32996066854911451006699485662223523342,117374305249932547519980376294971057982
218001709331092602653760044084769658864,117374305249932547519980376294971057982
95639425847859520278448257765957612220,117374305249932547519980376294971057982
136391091324692767722535119216410013844,117374305249932547519980376294971057982
156681776421704798291555342928350857927,40003514843260427504948979859945349781
182604029299522807523011157246372901211,40003514843260427504948979859945349781
241622049075860851543648106331380267666,40003514843260427504948979859945349781
140569236474348852806970183202830821539,40003514843260427504948979859945349781
63041708272408696299839901638024937976,245659129161461795624216732803027691861
133813050676506847211367006615443176469,245659129161461795624216732803027691861
292340361623013936097360408134637727305,245659129161461795624216732803027691861
195046093479453309608578276906121859994,245659129161461795624216732803027691861
5917781949528581849751153713533771386,173599302863301450340614361435883170086
133170187305100271756922558365198932475,173599302863301450340614361435883170086
170370162891103698440376765942533390562,173599302863301450340614361435883170086
106793617398430376067281957172275839791,173599302863301450340614361435883170086
313293448715184990383438621416846090435,179011254153554947909947891000097782824
194685090151353831203257330104483008683,179011254153554947909947891000097782824
93740814373348777821069815799109593385,179011254153554947909947891000097782824
62695796357902047336815390064931348838,179011254153554947909947891000097782824
339099604297235169286203536098288436963,314331843438673422924954624967792018073
122668665240471251834110269513336020693,314331843438673422924954624967792018073
231388060224932228354664360751072843929,314331843438673422924954624967792018073
192918343531134553183097722862676972014,314331843438673422924954624967792018073
31248346181793796745185637744549200326,252555631979511382582148358984390191337
140908858695070328344249061923659333729,252555631979511382582148358984390191337
302091655574183425963572755141644410784,252555631979511382582148358984390191337
120478347783643901482288833106926137305,252555631979511382582148358984390191337
46794590178271255901512524073406697188,112151695131937247517859431869236185812
164204969748423478968710559228256214575,112151695131937247517859431869236185812
246730993695016885695089915508938661653,112151695131937247517859431869236185812
137983312872902132956852853060187036441,112151695131937247517859431869236185812
143747638756537768195184400036463488104,307108667749555113136457010529411737790
139697616490487358409007447477733746176,307108667749555113136457010529411737790
228092951202257574925659095434169497445,307108667749555113136457010529411737790
74078833438006926637450316935973833573,307108667749555113136457010529411737790
203472147641285082829871721301438526727,68628251985383762536617179926948497467
232656644222955623631700149315876216947,68628251985383762536617179926948497467
291080633245423124036714692130991892916,68628251985383762536617179926948497467
265337999101358285487778727963442336419,68628251985383762536617179926948497467
88754151052874036467414538825249201124,196076700178990003119989635025020028945
211104005809152001934813908611109774357,196076700178990003119989635025020028945
36812319403808776794954486766581828509,196076700178990003119989635025020028945
320309328172501206381771903709598303335,196076700178990003119989635025020028945
185506999874571221991866239815344854513,224187075939255209088126492857166402186
113759523526324024307808437412108549134,224187075939255209088126492857166402186
259880382041930911773409877751589747090,224187075939255209088126492857166402186
331325392266309738280311572779215554378,224187075939255209088126492857166402186
119981148413667574612755309394854852713,143499446485676501032036530239774071935
50249303051740313592822934374353623685,143499446485676501032036530239774071935
95383487993601079819928399907148135372,143499446485676501032036530239774071935
257771291752540062304317031736699461484,143499446485676501032036530239774071935
176180083440132435520096439112706507314,314873222612014817385849385251830227651
3502877263287529522363133547253014189,314873222612014817385849385251830227651
296289019210367110919282078313324527857,314873222612014817385849385251830227651
303479757809251680528090007707076231770,314873222612014817385849385251830227651
297139272937126113893919407458114709461,155747141746355157782323692474470020189
90800754783712180104934346735229000387,155747141746355157782323692474470020189
222427568996605907276744962927418633374,155747141746355157782323692474470020189
316522927945696789609727840279041035739,155747141746355157782323692474470020189
34883434106332520520437411699311488999,317475863437373900450910929737414668405
281827535909619273705913834537172788626,317475863437373900450910929737414668405
233366860036003756423741252197480086216,317475863437373900450910929737414668405
31803691249655347408009778408931775128,317475863437373900450910929737414668405
130576013990311171140808291161601897651,206755792772423701161800408118410280176
128187314514195987638191293137780023671,206755792772423701161800408118410280176
280312361839893774860182465621003588187,206755792772423701161800408118410280176
140286159293398843223696218965075450427,206755792772423701161800408118410280176
331384951791261576178211387069952994978,232466882739907163571675653327304176750
228261198936602432335234563036240633380,232466882739907163571675653327304176750
138990582819440696020002642873563347198,232466882739907163571675653327304176750
225893077250159463374075905705714631339,232466882739907163571675653327304176750
284061491510540192088198401630095250592,141471103490136960399940827264752754863
112720887617009965027254621442387529091,141471103490136960399940827264752754863
71338072214468597633140893154501269074,141471103490136960399940827264752754863
143070076181705258485314236440917813444,141471103490136960399940827264752754863
200797393239010959771703110997019774552,21453522215124005739520950713986553302
72000818192452826764981339627550467847,21453522215124005739520950713986553302
303575701550426949775454357430650606065,21453522215124005739520950713986553302
2072087383819588031008272713898961629,21453522215124005739520950713986553302
43620022684663922909833762958304558226,227518306827450560253033782947765549063
220315340693189234882233019674094096091,227518306827450560253033782947765549063
262336973155163453593971641805667375010,227518306827450560253033782947765549063
282976231351392668335403852149781135030,227518306827450560253033782947765549063
235898807006050504178051784115159853771,160712163525991832327395317280747382979
217943199894429650639345047289156206598,160712163525991832327395317280747382979
305544623881285642222872777181125652871,160712163525991832327395317280747382979
206015957808274609876073189303285222418,160712163525991832327395317280747382979
80287463824681729555213215010212470485,316404627181347415043136111977521542616
148980795572007172074512987994310249802,316404627181347415043136111977521542616
203477699827204712616131233035568940416,316404627181347415043136111977521542616
333728249264497150704688662150471129771,316404627181347415043136111977521542616
318430764216919567950174683256461610542,145632969062603269694529811139311073996
195366467983840043081852801334052453282,145632969062603269694529811139311073996
68351989868431198675728889749102075958,145632969062603269694529811139311073996
28152057301829552434800722395227422883,145632969062603269694529811139311073996
2132930608225772440645332504996401564,149707185559267050151521107027944871773
3217613284685974780570769363741293776,149707185559267050151521107027944871773
231252890462248903366701526285206804080,149707185559267050151521107027944871773
335038300068778449271108998808191996274,149707185559267050151521107027944871773
115933100896992564298334145376445426722,77595466282368402150600942085692627794
310278838997214679977854478769779954397,77595466282368402150600942085692627794
181261539378871005168503802869640780613,77595466282368402150600942085692627794
332796391708771889470751264342067592012,77595466282368402150600942085692627794
16970743356898216583609683327532673466,334886548135666111452190972565227905152
327746710053067925075086713126450794570,334886548135666111452190972565227905152
54032422156266469842298064744338459217,334886548135666111452190972565227905152
86165995670945549621630649356803574778,334886548135666111452190972565227905152
16355768037023466365538636832593538007,42737172395778340037950124643228722798
268825845112251218985065844909558396416,42737172395778340037950124643228722798
230128639534396859357702150811237505055,42737172395778340037950124643228722798
192989775479329801434031797093136182061,42737172395778340037950124643228722798
277269085397964803317590700572885515708,265836993650638268385568979543818813954
272172017452192927081881475034236016171,265836993650638268385568979543818813954
141147396793699082095646108990638031329,265836993650638268385568979543818813954
262300616332943948667608753423614134003,265836993650638268385568979543818813954
189777192293311694951061547312442013573,23675865246963557344207851367846011539
254384538464700617444196425306711811446,23675865246963557344207851367846011539
130702118257149622980238598416714050201,23675865246963557344207851367846011539
140491827955454347328394937657932531479,23675865246963557344207851367846011539
78345588182829646264220185098650011603,31793975658142430299929073389095376910
28650942964643029109737920301897600797,31793975658142430299929073389095376910
250555687150956882103958126132941099660,31793975658142430299929073389095376910
90646284120331132750967938385081881252,31793975658142430299929073389095376910
294945380414403739463526403187718645925,56615080577687131379508152844820897037
74533256649019863269144151919062278871,56615080577687131379508152844820897037
243029986072428577864355742810621918201,56615080577687131379508152844820897037
71627730115074499114245493623143716032,56615080577687131379508152844820897037
118020244881366744116581300765960615835,5304682736870799391077077123483738650
215765835635733926054810369191981412659,5304682736870799391077077123483738650
179889476628953462413443656656673730285,5304682736870799391077077123483738650
60749478271382849201287005867813503434,5304682736870799391077077123483738650
167514539564319585474300516329939176945,30600560821110368159507969008721135681
159164872780117476209940939394252811619,30600560821110368159507969008721135681
187296765224554098349039186978339987033,30600560821110368159507969008721135681
310950101990921990369718587966382176304,30600560821110368159507969008721135681
195184792085024937549057381719650705753,301000596331795579942607224546770185190
168347824420191168461668211612137087487,301000596331795579942607224546770185190
321746680677444929595963620622885509445,301000596331795579942607224546770185190
9939770996748576648459406236161610697,301000596331795579942607224546770185190
154238774893986449590146714002177944045,297763976320237469880883772231664563187
48626827376282038816242547735198834575,297763976320237469880883772231664563187
129020519849104476418681912283468863577,297763976320237469880883772231664563187
151542755840241959826547638389319950580,297763976320237469880883772231664563187
23731776473157863650656014702966931151,119531694222506694760659888655457054356
245414960778336069282736512294862892093,119531694222506694760659888655457054356
26163525283393741918231987864007448797,119531694222506694760659888655457054356
47822158503520775714199677467041490253,119531694222506694760659888655457054356
273366600391150128903374487859785048651,89903758527740985867872906934908922298
289202612635350588316250858784151571917,89903758527740985867872906934908922298
34167758195335396402249581899751949023,89903758527740985867872906934908922298
118305669664469835982241637106204006156,89903758527740985867872906934908922298
4796373019247851041471832391745272013,197876394783907413476251705527157926431
206686192030024354435441158141838648797,197876394783907413476251705527157926431
69809760213748275955903468373271257903,197876394783907413476251705527157926431
73588845611113764594981235186766845561,197876394783907413476251705527157926431
165286330778546335562840788776067296553,37334228569588859966961894489150564821
232974130159825559609746388203648685162,37334228569588859966961894489150564821
96872322951326899045943143183891260516,37334228569588859966961894489150564821
17368603585841759462511668295779963652,37334228569588859966961894489150564821
178270897130472803704686935841607791214,266435127284638656821567074613284751978
208005577918542218759603441009912833688,266435127284638656821567074613284751978
276664258294610842577660307712018991826,266435127284638656821567074613284751978
150571887395266766985970343559386739629,266435127284638656821567074613284751978
50399903339084479778807961443239491576,278620529795053316600198816114649282115
194032303436954850421609122741782047405,278620529795053316600198816114649282115
66809067485816536084857527556916438473,278620529795053316600198816114649282115
216241672290523443592411921896716360603,278620529795053316600198816114649282115
340065957860052477257112943409287849001,142474403330827822031374614671152141880
170008075141746789099075318499165969843,142474403330827822031374614671152141880
120921775198814980096090303290733983448,142474403330827822031374614671152141880
194115810013858074689411518742851756870,142474403330827822031374614671152141880
237699694863859774330408010860124737932,288077146575978564314314241017011921650
6414743686014679899631422024891804187,288077146575978564314314241017011921650
298045985858983809397528710784561097529,288077146575978564314314241017011921650
214513322297744445822775772274744758229,288077146575978564314314241017011921650
301071611669432331108514757406703066241,74290817511914113658378187659558391710
187192841560090203563087501552626148643,74290817511914113658378187659558391710
339845415653607394778814202938900034120,74290817511914113658378187659558391710
67230388613349159423196560188547366018,74290817511914113658378187659558391710
241224646177488449176611723576189164262,264547901435379621408697341757178441583
248832259111855440323549664936368108090,264547901435379621408697341757178441583
264117766809485885468919515437636427420,264547901435379621408697341757178441583
160061192231766238122982084211074431101,264547901435379621408697341757178441583
261991352929520588283481614187903447905,213322665835014664030877594453798853018
118156573361284771468726148706760974562,213322665835014664030877594453798853018
49437340130925473845756451658705010256,213322665835014664030877594453798853018
102574620745187010624099067983262769116,213322665835014664030877594453798853018
258243637018917956386573698284301604672,290770871218047786990648285269463187357
226766527495255290770877041815922417532,290770871218047786990648285269463187357
178290597882644313183443521908202304643,290770871218047786990648285269463187357
54935896168166233479376488088352161057,290770871218047786990648285269463187357
49882328682295059190883492541958314761,116285980536297779774720755227428323391
116243361156870898527487199091059155326,116285980536297779774720755227428323391
143246724168751269916542277276378486327,116285980536297779774720755227428323391
64795045039032908118923240766709704148,116285980536297779774720755227428323391
88271960891643170992958578344889357309,206672771374247979779068356682512564406
195628158846759176513463321299902442647,206672771374247979779068356682512564406
94468519368209701118650824997689562873,206672771374247979779068356682512564406
227742837178610245996657854257272912516,206672771374247979779068356682512564406
22358389124412273467403657846065711061,75025961517260316733325709666159964364
297952933786179031650008029171170041260,75025961517260316733325709666159964364
332168551124902155003303395128760514141,75025961517260316733325709666159964364
200908654815736003217739525571329489301,75025961517260316733325709666159964364
14685513637164116273209249448173717863,181775521035458417395258811223148689766
9774310837876352069016755210381469353,181775521035458417395258811223148689766
132781936629590871288568597936098432442,181775521035458417395258811223148689766
201180963152690111474938293536513223412,181775521035458417395258811223148689766
32618035825755762965796790609493720835,298407327779197017431300623845240598829
60067900250869385808317049540851008493,298407327779197017431300623845240598829
313899872145394214109538137657024995695,298407327779197017431300623845240598829
270054486724143208767226665060512699532,298407327779197017431300623845240598829
295082457052539679321031636284591738330,64164706692265215316387909474277408052
165215838457193355091962272058636349466,64164706692265215316387909474277408052
146376763499027567231431684596634436487,64164706692265215316387909474277408052
136341884657399920032655307526510101137,64164706692265215316387909474277408052
112124482549987960872067607643823752331,221945885158141296158639163397467487751
50477730410101412821393574400207530737,221945885158141296158639163397467487751
51552994420767484473902571802885135545,221945885158141296158639163397467487751
336677425437759576552592427639626622398,221945885158141296158639163397467487751
258076681797194629663392029422240611910,285785105062808468411250965865547488842
141222688332764278751427534161477555192,285785105062808468411250965865547488842
201194091242822032419085350444888127342,285785105062808468411250965865547488842
156141843918219793749516740891956002982,285785105062808468411250965865547488842
13081034034347146655901651611391583039,261830099014364968183155659387381169714
308336439011227311143222223498756006709,261830099014364968183155659387381169714
15229495538472479874137895548810943759,261830099014364968183155659387381169714
181268479052962584185055197554595362065,261830099014364968183155659387381169714
248133879718803641650785173720049663156,4814410357794719709058701661988348450
1836070023269432996868088487689897442,4814410357794719709058701661988348450
237883052117928954833974232137108621988,4814410357794719709058701661988348450
300098784976258990363626919644366834094,4814410357794719709058701661988348450
297066029788223045929069257995088921763,338697051239033887665295399453422767173
296878409252747664941851185300339556774,338697051239033887665295399453422767173
256734906645320113612539522789272421136,338697051239033887665295399453422767173
