id_matricula,idAluno,status,motivoCancelamento
179,78829409398453387641060523885444989880,Ativa,
180,79333780476252620241392978233731056568,Ativa,
181,79920687413122925201526345867527979960,Ativa,
182,80460024335112740592516982443448992696,Inativa,Motivos financeiros
183,81057294315639911328729568941212697528,Ativa,
184,81398867285876671053126000826711802808,Ativa,
185,81975213029455662062161900135669564344,Ativa,
186,82608325038422660844799151829357429688,Ativa,
187,83038446096842887879625284744642823096,Ativa,
188,83694619205529238605695084596203619256,Ativa,
189,84178603451006625733359886080078513080,Ativa,
190,84610014660825235050977620173240140728,Ativa,
191,85213745777233606556035673376558416824,Ativa,
192,85592344365429994920011810533686903736,Ativa,
193,85940278564835024928526239825509221304,Inativa,Insatisfação
194,86632223268124728520669443384066442168,Ativa,
195,86969001508422449995378141593583485880,Ativa,
196,87618283826902285097295611534537655224,Ativa,
197,88354992442012548041144908070128976824,Ativa,
198,88906380284433433097221664791358342072,Ativa,
199,89589350576070658424920904556928566200,Ativa,
200,90155287482114850414127972697671730104,Ativa,
201,90689482100216677478973899246670185400,Ativa,
202,91038584518877980315278157108117504952,Ativa,
203,91596350624522076225063104194453701560,Ativa,
204,91989488927418594837090145539088188344,Ativa,
205,92470089179618672709355789926516655032,Ativa,
206,93062785239095732447418137392688923576,Ativa,
207,93549297496782624724601736875825431480,Ativa,
208,94084006147202844340583445647623193528,Ativa,
209,94633695575503911113644135810720859064,Ativa,
210,95215565661170534233541847193328288696,Ativa,
211,95607745461756955275001318193836065720,Ativa,
212,96326993378271512071167092106872488888,Ativa,
213,96830063925783073022184590398867112888,Ativa,
214,97446604572278588273583587162419626936,Ativa,
215,97807875565192294453660491775889114040,Ativa,
216,98341749626148588808516640904807973816,Ativa,
217,98950223340365064176842746897363108792,Ativa,
218,99313226260911332178559238640180134840,Ativa,
219,99697323758955185571214408418909750200,Ativa,
220,100209136817287545537326657279908643768,Ativa,
221,100675815730595916992173736349082583992,Ativa,
222,101179684184932159100434017531279442872,Ativa,
223,101555142723363619623705072019148374968,Ativa,
224,102134391466045295794305061208964989880,Ativa,
225,102464709600427929186779557981789094840,Ativa,
226,102892959368877731808040669177985631160,Ativa,
227,103264641496942949925989975485225108408,Ativa,
228,103887377548062593105825892427570086840,Ativa,
229,104332637761460533308976107165447357368,Ativa,
230,104825202654622702812422574032269083576,Ativa,
231,105266238184710894898870963903781929912,Ativa,
232,105778870145331002301261866552994825144,Ativa,
233,106188922314045553605067135840063587256,Ativa,
234,106720172734400188097045340956337111992,Ativa,
235,107284984125167702445022010006384673720,Ativa,
236,107997219794702609250513551197389194168,Ativa,
237,108590710037280711976649911578350846904,Ativa,
238,109187487614777856556613143681053230008,Ativa,
239,109848047032225484504684045328009397176,Ativa,
240,110523254944640374782462465094612943800,Ativa,
241,111068615504597987180830085313097630648,Ativa,
242,111959933521305898688453387685766366136,Ativa,
243,112646598459845651704175868630192620472,Inativa,Motivos financeiros
244,113081559091344900064453030189591692216,Ativa,
245,113788044222388196530689652495875310520,Ativa,
246,114246739234531843056846389109892318136,Ativa,
247,114976166385366232533888239325440902072,Ativa,
248,115569220556137856749434744013670581176,Ativa,
249,115918523501278483189237099771824702392,Ativa,
250,116309911178696086616809421665477067704,Ativa,
251,116810560275876724104374735930759840696,Ativa,
252,117301926684624540327780015090092475320,Ativa,
253,117663999387314728351275783810766341048,Ativa,
254,118298617206738473238642880646373180344,Ativa,
255,118744812312454081765500002078604657592,Inativa,Insatisfação
256,119167893314809616297646075795111936952,Inativa,Insatisfação
257,119580871141881331842633438165165409208,Ativa,
258,120043156061296662197599335738541081528,Ativa,
259,120672670398632050747243761475055256504,Ativa,
260,121218334006311280206406565323650368440,Ativa,
261,121768975757125768436662703546815480760,Ativa,
262,122164318504416083943767607340062475192,Ativa,
263,122465907556333094913486105433367380920,Ativa,
264,123086215581184325947549988050799166392,Ativa,
265,123552966988261397952825657756859237304,Ativa,
266,124187723377741380290409873119400690616,Ativa,
267,124813626495429368668936386188643926968,Ativa,
268,125399761908453109724966191674654196664,Ativa,
269,125776069376645910593562448417041679288,Ativa,
270,126111986961414239614906975947447337912,Ativa,
271,126473664236345318945420889213202858936,Inativa,Insatisfação
272,127121481546872102783015484811217470392,Ativa,
273,127712744844258254567202275779561128888,Ativa,
274,128280809581063092154748381170428543928,Ativa,
275,128901013817021429500621334428210430904,Ativa,
276,129595052758330872639992950075083195320,Ativa,
277,130028431837250011255579113383818167224,Ativa,
278,130394465076556124834481884600731960248,Ativa,
279,130758122421724760658782755561423504312,Ativa,
280,131319787345246183518558354685231891384,Ativa,
281,131991475150400565030779132105036399544,Ativa,
282,132364761648756696998353922617931727800,Ativa,
283,133065988406653921741049959917096797112,Ativa,
284,133495257841555282949632414660698571704,Ativa,
285,133828808881109310894539171939062383544,Ativa,
286,134511736310310616004262373777563976632,Ativa,
287,134967741447108740741853221059253502904,Ativa,
288,135315158841209690202416781227622400952,Ativa,
289,135824599649900048064974792083378537400,Ativa,
290,136453323052489056713749969319565198264,Inativa,Insatisfação
291,137087730441913163716335987669913043896,Ativa,
292,137471974987426643585382060293909382072,Ativa,
293,138035292531189951480250121241959334840,Ativa,
294,138674326369935916433175090612792460216,Ativa,
295,139370954249911838186802611169742029752,Ativa,
296,139932681446768997257352826251399922616,Ativa,
297,140639682986975561699035590386302321592,Ativa,
298,140980327957744791847973000140860687288,Ativa,
299,141444379427499702751620370232921818040,Ativa,
300,142014674833220129453280834663928300472,Inativa,Insatisfação
301,142449666759843570943356000480063128504,Ativa,
302,143165946789390343396069240699766440888,Ativa,
303,143505833942785124605807483223466574776,Ativa,
304,143951033546638741400344851876908630968,Ativa,
305,144373296280531828613479210817736147896,Ativa,
306,145004397082593402789610899594157491128,Ativa,
307,145328817710242961884501009666364670904,Ativa,
308,145976525685905476041721283483713930168,Ativa,
309,146403226860690774853154021994213409720,Ativa,
310,146747077402915332139241293217316209592,Ativa,
311,147053522665825492428015566056679801784,Ativa,
312,147643879751488806056974111497380955064,Ativa,
313,148268927046565315354615022323924992952,Inativa,Insatisfação
314,148572815537442977815862188987021263800,Ativa,
315,149271949166514738212271282204826665912,Ativa,
316,149775067805520945322876888359073219512,Ativa,
317,150384375633832370863798018701873382328,Inativa,Insatisfação
318,150796338231229628628914416997487608760,Ativa,
319,151361188919165750052374923839522735032,Inativa,Insatisfação
320,152022760238705010180427606597189239736,Ativa,
321,152416523097206628739256125938708251576,Inativa,Insatisfação
322,153129616332372589940324365082925728696,Ativa,
323,153555010480160890931931891560582742968,Ativa,
324,154129870616464576971660196445472162744,Ativa,
325,154431247970731349830158958358648062904,Ativa,
326,154940002742762496677275344437216805816,Inativa,Insatisfação
327,155436719429324901168250862429937075128,Ativa,
328,155844816722357575515834701369424741304,Inativa,Motivos financeiros
329,156387390510926911181855757626872431544,Ativa,
330,156856872833537687368675459460822729656,Ativa,
331,157151285240037831245427468817129538488,Ativa,
332,157558518629186450052867962827830461368,Ativa,
333,158077513799678890595244460583262880696,Ativa,
334,158756549541537495040488331810856764344,Ativa,
335,159294508131184049778618876311520936888,Ativa,
336,159852939119567965390919085258583573432,Ativa,
337,160201494546995269746493583946334602168,Ativa,
338,160676044144424133254792565643068834744,Ativa,
339,161402633500933586809246800936870085560,Ativa,
340,162045662974371471140667419789019579320,Ativa,
341,162721116256405668096843948666889962424,Ativa,
342,163238252258836548911426673690131301304,Ativa,
343,163802049132983068105310306747851998136,Ativa,
344,164168385895379773835688702759626081208,Ativa,
345,164762360538943488773953866345885205432,Ativa,
346,165165091629300909483439051605683733432,Inativa,Motivos financeiros
347,165654782996236849129096405851696268216,Ativa,
348,165974875468596416481293659896568611768,Ativa,
349,166481187398692761015195059708483601336,Ativa,
350,167005944912673026513150127961532531640,Ativa,
351,167698877987290095552793065415116063672,Ativa,
352,168044313568133913205916370417167369144,Ativa,
353,168383332063954888022206242238023074744,Ativa,
354,169045974865163991061506754305428030392,Ativa,
355,169763527536685230142468414405582521272,Ativa,
356,170385080394425885297927852825361253304,Ativa,
357,170821394876766177401075287871025578936,Ativa,
358,171134215629913860542314781316206560184,Ativa,
359,171601649746067317965793542691409363896,Ativa,
360,171948620214103524464022939772161098680,Ativa,
361,172603904382806465146849975693402702776,Ativa,
362,173218959184342187882399681512422507448,Ativa,
363,173753747775978384389826599700264125368,Ativa,
364,174507661737316570006532974887943013304,Ativa,
365,175099638721990650282564231333463458744,Ativa,
366,175607161654551025348189806755106259896,Ativa,
367,176272450280247292245442823789754975160,Inativa,Insatisfação
368,176567976317799736620632488040143782840,Ativa,
369,177154907260803283403732155995607270328,Inativa,Insatisfação
370,177630907050518808003941619379713868728,Ativa,
371,177946439783669354408340850657621967800,Ativa,
372,178574148907321855447649814155383538616,Ativa,
373,179309761480031896058049640728874976184,Ativa,
374,179825652887257840289317931620264838072,Ativa,
375,180457100946355714489327513252917412792,Ativa,
376,181185093750535945724033143262369022904,Ativa,
377,181602993785660184972494555491489547192,Ativa,
378,182164389650341709387767470447726429112,Ativa,
379,182572862643321026377628870857369846712,Ativa,
380,183140301556870163787112048305522344888,Ativa,
381,183508712671017817987776249119256085432,Ativa,
382,184137368808896852024366776082420204472,Ativa,
383,184756812296038727408217689913022481336,Ativa,
384,185283782652598016307803035582714872760,Ativa,
385,185772475190089138624208348716554519480,Ativa,
386,186125041464015565100752695513151964088,Ativa,
387,186782596787225139680410110726760563640,Ativa,
388,187498078593034580922057646639467987896,Ativa,
389,187877639961861842626585383491107816376,Ativa,
390,188181082715097199839770821644314215352,Ativa,
391,188940882932769382725182566950976619448,Ativa,
392,189722957593735313423659555222716679096,Ativa,
393,190360649941233586852421822140360426424,Ativa,
394,190834462795979230213877778025904604088,Ativa,
395,191230603212409739328212055826140234680,Ativa,
396,191552860594310008953998410787760374712,Inativa,Insatisfação
397,192144180064463383351575785780814283704,Ativa,
398,192806699507423451679180624850866930616,Ativa,
399,193394155257775492947648949499136836536,Ativa,
400,193759396928509926517618076091767063480,Ativa,
401,194216500643009474044211409853907993528,Ativa,
402,194937575323267122230684810518666150840,Ativa,
403,195317796821144452784910579591614301112,Ativa,
404,196063322263091953118147331258411385784,Ativa,
405,196539547773842480857850352466487673784,Ativa,
406,196975292209553482830366979832672420792,Ativa,
407,197648726995691303873724437290331407288,Ativa,
408,198361195516795840095728757684509606840,Ativa,
409,199135245394865188505992029460031079352,Ativa,
410,199767234186172222560594046114737685432,Inativa,Insatisfação
411,200466861327468284308493811981192790968,Ativa,
412,200799058833093918562024293232781034424,Ativa,
413,201385870775397368919407163291637908408,Ativa,
414,202121390017331967722473277296686138296,Inativa,Motivos financeiros
415,202449198441210636761802352095396103096,Ativa,
416,202835701623181073281330892818094490552,Ativa,
417,203469647667014859721452998963467912120,Ativa,
418,204095473220331746633658969330110694328,Ativa,
419,204459499372596886360340035331619554232,Ativa,
420,204959912607537718883601711664487203768,Ativa,
421,205550273813065483256826983335871120312,Ativa,
422,205982762842806936622248134402183005112,Ativa,
423,206374146875729064395748063945123169208,Ativa,
424,206982483921365202659567031427304522680,Ativa,
425,207530742489051261817542364281679643576,Ativa,
426,208113233089686696652489798043776058296,Ativa,
427,208761671786692079870201507650128315320,Ativa,
428,209218339983982286483500963460695720888,Ativa,
429,209777308852361511440445149392037741496,Ativa,
430,210509856008235712643357816178098832312,Ativa,
431,210998736078787506226346872215798285240,Ativa,
432,211343000984302013112267700443193541560,Ativa,
433,211796978513965072792645397227686331320,Ativa,
434,212516229203465317589805035545623266232,Ativa,
435,213185559416187762137979482440720450488,Ativa,
436,213857332233160521459025861019129086904,Ativa,
437,214189911697757636982378321301091910584,Ativa,
438,214899031323660857765836053474875540408,Ativa,
439,215454692099342462126339323469251216312,Ativa,
440,216092478015300664900470262729653093304,Ativa,
441,216878978123740154864924102773205894072,Ativa,
442,217571516800564227898148880769668613048,Ativa,
443,218157661562511145635683079808484639672,Ativa,
444,218785508939307234060944363205351965624,Inativa,Insatisfação
445,219104798434239719342137366393030706104,Ativa,
446,219671867986095215254750958051989390264,Ativa,
447,220181214830184831199568706934136898488,Ativa,
448,220708406154089372382965247000443093944,Inativa,Insatisfação
449,221340364521782000960151981201796891576,Ativa,
450,221752207722338349726154015679843664824,Ativa,
451,222321906143854231441823224805313479608,Ativa,
452,222777466414519838586844237973241988024,Ativa,
453,223230294422772978808307113283348071352,Ativa,
454,223958070775613221070879149768170537912,Ativa,
455,224465927813334918789449418445368329144,Ativa,
456,224959381963393148394328091973015307192,Ativa,
457,225425302900870745881409048027410465720,Inativa,Desistência
458,226132827743090717041482287043162932152,Ativa,
459,226652511168630918993515685749119517624,Ativa,
460,227211558076750220500782861725351543736,Ativa,
461,227748779289888254982593824332712248248,Ativa,
462,228514427259007453201819369746519557048,Ativa,
463,228991584096808336113365951114241115064,Ativa,
464,229411207106782773064900794181272994744,Ativa,
465,229948779855277883337332776113403069368,Ativa,
466,230314888995163685587872828815728444344,Ativa,
467,231094111679963590312722061058013135800,Ativa,
468,231571858926031529525941575098424361912,Ativa,
469,232134773753044777416319651393415939000,Ativa,
470,232630385602880920496323158734197228472,Ativa,
471,233367153401428581592496724931586032568,Ativa,
472,233944718862569479698443106537034744760,Ativa,
473,234588128076590294900241749078844900280,Ativa,
474,235050689264608312496124052718068433848,Inativa,Insatisfação
475,235505874627608902141467533204867253176,Ativa,
476,236228818062535774279993269388468028344,Ativa,
477,236565560254019551764669023640575280056,Ativa,
478,237246884897493193308483707199184700344,Ativa,
479,237835703847609455008985070052869145528,Ativa,
480,238595528309099367256476687566268269496,Ativa,
481,239273943773673647525173326125004489656,Ativa,
482,239987077098289840942079543011061269432,Ativa,
483,240488590970864321630769140122094142392,Ativa,
484,241123208631831741489794461155148956600,Inativa,Insatisfação
485,241854913513110253551279959373286474680,Ativa,
486,242377479576115374497227096436255228856,Ativa,
487,242955484515873739232593561029756322744,Ativa,
488,243687556540457342396201381157767742392,Ativa,
489,244335462586526142214578357534118380472,Ativa,
490,244715791042422867025656500191678956472,Ativa,
491,245282218133108534764602256621471794104,Ativa,
492,245634365923880560895838229583051883448,Ativa,
493,246312984925604340312689319427086484408,Ativa,
494,246823660267522995440275178565272863672,Ativa,
495,247462699969152986447021895977263170488,Inativa,Insatisfação
496,247866609578427806838034796619195745208,Inativa,Desistência
497,248435083211779380541617362248235484088,Ativa,
498,249054345424885423289401326489261310904,Ativa,
499,249642269968275061459448537179006174136,Ativa,
500,250063624430513085146116237165301334968,Ativa,
501,250430674087916094224726041424044491704,Ativa,
502,250900283730184030831522913690899973048,Ativa,
503,251529350903770188874763111589828887480,Ativa,
504,251883510614501102230697669353365832632,Ativa,
505,252479543130357962669831941210872480696,Ativa,
506,253089374102226469902614188007010599864,Ativa,
507,253445102530575165696955556391574307768,Inativa,Insatisfação
508,253832673945860782040375165522125521848,Ativa,
509,254251668518050155847345220285221831608,Ativa,
510,254720240192160993079111735712632013752,Ativa,
511,255245970786433258769749068355683484600,Ativa,
512,255639097838930700356639865884006155192,Ativa,
513,256150790470456038639946788541949019064,Ativa,
514,256873316214510135579572536114453676984,Ativa,
515,257614948859920660050477958507763336120,Ativa,
516,258076758885729879905385718972143633336,Ativa,
517,258576701505385377699238975866321241016,Ativa,
518,258967672284211831071261750225814160312,Ativa,
519,259279599898283490910087904769362625464,Ativa,
520,259732324355328224985686740939017814968,Ativa,
521,260307835350986965707545666688039257016,Ativa,
522,260964640541953855236486312318952801208,Ativa,
523,261269615805536725863461570774711927736,Inativa,Motivos financeiros
524,261868904836557410111504796416896926648,Ativa,
525,262530262160829719210552003547545994168,Ativa,
526,262953290714141669301682826149443666872,Ativa,
527,263331175139681154087688603262800626616,Ativa,
528,263744046087961637892738298022493160376,Ativa,
529,264559985797028178195579184372632519608,Ativa,
530,264971589649305571370678332591974908856,Ativa,
531,265684433315759612637811729602946794424,Inativa,Insatisfação
532,266267436601834677277792697296164750264,Ativa,
533,267041524667878357565215211715196879800,Ativa,
534,267681217922620928736569271379554468792,Ativa,
535,268131057999181168506724518945121108920,Inativa,Insatisfação
536,268759874732545618959167760128048104376,Ativa,
537,269464437312997344288768666724527768504,Ativa,
538,269968925410792610459863707568950215608,Ativa,
539,270694861848014783965540891341787235256,Ativa,
540,271122503778001777152271032447412732856,Ativa,
541,271465519572306084145070226891214160824,Ativa,
542,272151722056061241402286962543312503736,Ativa,
543,272839433440171482818969827315684737976,Ativa,
544,273405825591237481771027775387691385784,Ativa,
545,273728263771804608946687068427929256888,Ativa,
546,274257574369828244187492505573193417656,Ativa,
547,274956565467435641419439091021965951928,Ativa,
548,275555280015049934739115675382920250296,Ativa,
549,275920521844240693334298264886940271544,Ativa,
550,276655808947659125342819763961148474296,Ativa,
551,277044019258847256714013383092236190648,Ativa,
552,277727047783183930026243104067557786552,Ativa,
553,278429198103771583551297941287360267192,Ativa,
554,278796935223940728901119751313804231608,Ativa,
555,279310939257879258330628331278956757944,Ativa,
556,280012913058120830070916861374083892152,Ativa,
557,280724982586198944460587542493423469496,Ativa,
558,281444325021911380775903312905853207480,Ativa,
559,281773503379948083959140209160354005944,Ativa,
560,282454667269479984058370841328880976824,Ativa,
561,283170920440679664175118978866529698744,Ativa,
562,283725336858840819503572661358723072952,Ativa,
563,284404714707905160541200285218984166328,Ativa,
564,285122167551941631648524338826108470200,Ativa,
565,285794833428762251758270846717005136824,Ativa,
566,286446027364347231027778835330579563448,Inativa,Motivos financeiros
567,287163970234568852863486573296113419192,Ativa,
568,287850890129335576779277282252626854840,Ativa,
569,288246057069333273130200956946046256056,Inativa,Motivos financeiros
570,288605751976410083054012816066978513848,Ativa,
571,289079537180527008931613036819188548536,Ativa,
572,289641646653268299327245645054075995064,Ativa,
573,290101787579377831176552968678795379640,Ativa,
574,290843389642717625137718180420767712184,Ativa,
575,291532657067939646708206590463037408184,Inativa,Insatisfação
576,292194294939135418822542709371814806456,Ativa,
577,292737006901620179364613202698955916216,Ativa,
578,293206829746873441856623193802456433592,Ativa,
579,293731838731041527632507494222260339640,Ativa,
580,294151045951619089723861616173171082168,Ativa,
581,294850096470348372652547905830133171128,Ativa,
582,295294568442757458444875862954551280568,Inativa,Motivos financeiros
583,295878478099011686268961654433714013112,Ativa,
584,296533695161460977370006494188983813048,Ativa,
585,296950144687385905464849263316366001080,Ativa,
586,297429917639113009390369647921411130296,Ativa,
587,297792782781884665085181463092374275000,Ativa,
588,298240427208377147048309960403029590968,Ativa,
589,298768082413173209249847559657391129528,Ativa,
590,299354369865040815177745654219710661560,Ativa,
591,299796469983948711433699438499285173176,Inativa,Insatisfação
592,300506356776149557842902229764597351352,Ativa,
593,301223363565631073644524551285864924088,Ativa,
594,301608410454746335465641885367370253240,Ativa,
595,302324631221627547249993507453431710648,Ativa,
596,302885568513704439103309141424908534712,Inativa,Motivos financeiros
597,303598372090708248154447497657036571576,Ativa,
598,304461248068583326423699275871917704120,Ativa,
599,304832831557586214280151237315271066552,Ativa,
600,305580372326303589958355701160290288568,Ativa,
601,306127092520758109644157882198382609336,Ativa,
602,306722900187089754602343086750475486136,Ativa,
603,307165040791588695653164166026876945336,Ativa,
604,307858220107334859024959561956621288376,Ativa,
605,308584726591186322661255449984939328440,Ativa,
606,309177616997346029893213567426844951480,Ativa,
607,309836002948611404023324196395599266744,Ativa,
608,310523632252345280664758083690919363512,Ativa,
609,310999793588284171848640789869622461368,Ativa,
610,311597823604574341918796711252820493240,Ativa,
611,312047562585999213488056039498305504184,Ativa,
612,312571259076427087963575259549642523576,Ativa,
613,312985855059489994841803298842922451896,Ativa,
614,313423192139723858556201990715716404152,Ativa,
615,313914513150734554108708317612013257656,Ativa,
616,314425554922904837709053705274574242744,Ativa,
617,315158416376899733002565217570873672632,Ativa,
618,315586165740275095531978641052113568696,Ativa,
619,315937308442577465706684712144246932408,Inativa,Motivos financeiros
620,316414367037456830932750076277382448056,Ativa,
